@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureOutOfBagError numeric

@data

car,10,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,1555,173,161,12,0,93.063584,6.936416,0,0.847946,0.079434,0.164679,34.616825,48.598173,210.310948,55.385416,154.925532,1.21567,0.320147,0.895523,154.201369,0.891337,12751.56789,0.983471,119,0.038462,2,0.961538,50,0.016529,2,0.983471,0.983471,0.983471,0.94501,0.998411,0.999339,0.930636,0.037638,0.962362,0.069364,0.927634,0.930636,0.925651,0.89194,0.994423,0.972813,0.734053,0.930636,0.071,0.009,0.0625,0.015625,62.5,15.625,3499424,134291,16821,100,45.520231,?,-1
car,10,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,1555,173,162,11,0,93.641618,6.358382,0,0.862081,0.07322,0.156499,31.90877,46.184025,210.310948,48.736055,161.574892,1.21567,0.281711,0.933959,161.117376,0.931314,13323.481975,0.975207,118,0.038462,2,0.961538,50,0.024793,3,0.983333,0.975207,0.979253,0.931724,0.997139,0.998851,0.936416,0.034628,0.965372,0.063584,0.938279,0.936416,0.935027,0.896815,0.995917,0.983272,0.768196,0.936416,0.077,0.013,0.0625,0,62.5,0,3532995,134291,16821,100,43.352601,?,-1
car,10,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,1555,173,164,9,0,94.797688,5.202312,0,0.887158,0.083498,0.169387,36.387971,49.987295,210.310948,56.891509,153.419439,1.21567,0.328853,0.886818,153.62552,0.888009,12703.948562,0.983471,119,0.019231,1,0.980769,51,0.016529,2,0.991667,0.983471,0.987552,0.959072,0.996186,0.998536,0.947977,0.022317,0.977683,0.052023,0.94841,0.947977,0.947867,0.920749,0.992089,0.972624,0.842126,0.947977,0.059,0.007,0.0625,0,62.5,0,3474153,134291,16821,100,43.49711,?,-1
car,10,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,1556,172,161,11,0,93.604651,6.395349,0,0.860163,0.077247,0.162799,33.855806,48.351677,205.600818,51.657572,153.943246,1.195354,0.300335,0.895019,152.763544,0.88816,12609.255213,0.966942,117,0.058824,3,0.941176,48,0.033058,4,0.975,0.966942,0.970954,0.903084,0.997731,0.999067,0.936047,0.04889,0.95111,0.063953,0.93687,0.936047,0.935675,0.880928,0.995034,0.978994,0.834555,0.936047,0.069,0.007,0.046875,0,46.875,0,3462377,134376,16736,100,43.168605,?,-1
car,10,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,1556,172,165,7,0,95.930233,4.069767,0,0.911013,0.075972,0.156587,33.364988,46.615182,203.165367,48.285677,154.87969,1.181194,0.280731,0.900463,153.414514,0.891945,12646.606007,0.966942,117,0.019608,1,0.980392,50,0.033058,4,0.991525,0.966942,0.979079,0.932273,0.995463,0.998216,0.959302,0.024023,0.975977,0.040698,0.963119,0.959302,0.959183,0.921245,0.994491,0.990463,0.923686,0.959302,0.088,0.005,0.09375,0,93.75,0,3546166,134376,16736,100,45.348837,?,-1
balance-scale,1,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,562,63,55,8,0,87.301587,12.698413,0,0.772358,0.123069,0.24616,32.385165,56.477073,83.196146,34.825255,48.370891,1.320574,0.552782,0.767792,52.86374,0.839107,4000.934979,1,29,0.088235,3,0.911765,31,0,0,0.90625,1,0.95082,0.909003,0.998986,0.998851,0.873016,0.071799,0.928201,0.126984,0.8446,0.873016,0.857618,0.800019,0.967119,0.923085,0.621033,0.873016,0.078,0.002,0.078125,0,78.125,0,1357019,40076,5645,95.238095,52.910053,?,-1
balance-scale,1,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,562,63,48,15,0,76.190476,23.809524,0,0.590909,0.176825,0.315259,46.53105,72.330688,83.196146,48.677971,34.518175,1.320574,0.772666,0.547908,43.079672,0.683804,3260.438351,0.862069,25,0.147059,5,0.852941,29,0.137931,4,0.833333,0.862069,0.847458,0.713564,0.958418,0.961544,0.761905,0.117889,0.882111,0.238095,0.790802,0.761905,0.775092,0.648713,0.926913,0.881042,0.561274,0.761905,0.06,0.003,0.046875,0.015625,46.875,15.625,1282824,40076,5645,96.825397,59.78836,?,-1
balance-scale,1,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,562,63,49,14,0,77.777778,22.222222,0,0.625954,0.164021,0.312581,43.161656,71.716222,83.196146,49.725818,33.470328,1.320574,0.789299,0.531275,44.379902,0.704443,3358.844887,0.862069,25,0.088235,3,0.911765,31,0.137931,4,0.892857,0.862069,0.877193,0.776199,0.965517,0.963864,0.777778,0.080009,0.919991,0.222222,0.835906,0.777778,0.805519,0.706047,0.938641,0.896085,0.583307,0.777778,0.063,0.005,0.046875,0.015625,46.875,15.625,1314845,40076,5645,96.825397,57.142857,?,-1
balance-scale,1,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,562,63,52,11,0,82.539683,17.460317,0,0.693634,0.131429,0.268525,34.585017,61.608409,83.196146,2180.062723,-2096.866577,1.320574,34.60417,-33.283596,50.753706,0.805614,3841.239347,0.862069,25,0.029412,1,0.970588,33,0.137931,4,0.961538,0.862069,0.909091,0.84298,0.976673,0.97626,0.825397,0.088074,0.911926,0.174603,0.831006,0.825397,0.825965,0.740981,0.941056,0.909162,0.598112,0.825397,0.082,0.003,0.09375,0,93.75,0,1345381,40076,5645,93.650794,54.497354,?,-1
balance-scale,1,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,562,63,49,14,0,77.777778,22.222222,0,0.614173,0.168466,0.309805,44.331198,71.079206,83.196146,45.22533,37.970816,1.320574,0.717862,0.602711,44.712167,0.709717,3383.991991,0.862069,25,0.147059,5,0.852941,29,0.137931,4,0.833333,0.862069,0.847458,0.713564,0.958418,0.953237,0.777778,0.11652,0.88348,0.222222,0.792769,0.777778,0.784657,0.663684,0.927726,0.884317,0.5682,0.777778,0.065,0.005,0.0625,0,62.5,0,1310500,40076,5645,100,60.31746,?,-1
balance-scale,1,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,563,62,47,15,0,75.806452,24.193548,0,0.599311,0.169032,0.316331,44.873512,73.302046,79.57723,1117.5261,-1037.94887,1.283504,18.024615,-16.741111,41.2784,0.665781,3114.472777,0.827586,24,0.060606,2,0.939394,31,0.172414,5,0.923077,0.827586,0.872727,0.775536,0.968652,0.968371,0.758065,0.068932,0.931068,0.241935,0.862084,0.758065,0.806658,0.703378,0.936916,0.909225,0.57486,0.758065,0.07,0.004,0.0625,0,62.5,0,1305858,40145,5576,95.16129,56.989247,?,-1
balance-scale,1,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,563,62,51,11,0,82.258065,17.741935,0,0.689294,0.136452,0.276806,35.878615,63.452347,82.079511,1114.902756,-1032.823245,1.323863,17.982303,-16.658439,48.348957,0.779822,3660.232212,0.892857,25,0.117647,4,0.882353,30,0.107143,3,0.862069,0.892857,0.877193,0.773182,0.971639,0.96876,0.822581,0.088553,0.911447,0.177419,0.823653,0.822581,0.822864,0.734137,0.939383,0.906239,0.596491,0.822581,0.065,0.003,0.078125,0,78.125,0,1339925,40145,5576,93.548387,54.301075,?,-1
balance-scale,1,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,563,62,52,10,0,83.870968,16.129032,0,0.714549,0.157957,0.286497,41.533243,65.673888,82.079511,41.406859,40.672652,1.323863,0.667853,0.656011,45.407724,0.732383,3437.567773,0.892857,25,0.147059,5,0.852941,29,0.107143,3,0.833333,0.892857,0.862069,0.742684,0.969538,0.966953,0.83871,0.086247,0.913753,0.16129,0.827381,0.83871,0.832445,0.751548,0.950924,0.907501,0.603146,0.83871,0.062,0.006,0.0625,0.015625,62.5,15.625,1370109,40145,5576,96.774194,55.913978,?,-1
balance-scale,1,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,563,62,53,9,0,85.483871,14.516129,0,0.740102,0.131075,0.263079,34.464958,60.305807,82.079511,1106.196068,-1024.116557,1.323863,17.841872,-16.518009,50.11155,0.808251,3793.66838,0.931034,27,0.090909,3,0.909091,30,0.068966,2,0.9,0.931034,0.915254,0.838812,0.976489,0.976069,0.854839,0.086615,0.913385,0.145161,0.825862,0.854839,0.840101,0.765475,0.95595,0.912025,0.609178,0.854839,0.059,0.003,0.046875,0,46.875,0,1349154,40145,5576,95.16129,51.612903,?,-1
balance-scale,1,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,563,62,53,9,0,85.483871,14.516129,0,0.742976,0.116129,0.248284,30.534992,56.914359,82.079511,37.016757,45.062755,1.323863,0.597044,0.726819,52.207749,0.84206,3952.360073,0.862069,25,0.121212,4,0.878788,29,0.137931,4,0.862069,0.862069,0.862069,0.740857,0.973354,0.973859,0.854839,0.075638,0.924362,0.145161,0.839266,0.854839,0.846916,0.777441,0.963106,0.918177,0.614842,0.854839,0.065,0.003,0.0625,0.015625,62.5,15.625,1375246,40145,5576,95.16129,50.537634,?,-1
balance-scale,2,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,562,63,52,11,0,82.539683,17.460317,0,0.690349,0.142857,0.27497,37.59241,63.087024,83.196146,1108.744269,-1025.548123,1.320574,17.599115,-16.278542,49.131814,0.77987,3718.488211,0.862069,25,0.117647,4,0.882353,30,0.137931,4,0.862069,0.862069,0.862069,0.744422,0.96146,0.959645,0.825397,0.100245,0.899755,0.174603,0.811111,0.825397,0.818133,0.723774,0.945684,0.905546,0.592441,0.825397,0.063,0.005,0.0625,0.015625,62.5,15.625,1329970,40076,5645,95.238095,55.026455,?,-1
balance-scale,2,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,562,63,56,7,0,88.888889,11.111111,0,0.79863,0.118519,0.246424,31.187777,56.537698,83.196146,1103.568967,-1020.372821,1.320574,17.516968,-16.196394,53.191779,0.844314,4025.76221,0.965517,28,0.117647,4,0.882353,30,0.034483,1,0.875,0.965517,0.918033,0.845302,0.98428,0.984802,0.888889,0.07043,0.92957,0.111111,0.847222,0.888889,0.867031,0.815794,0.960897,0.919537,0.62785,0.888889,0.062,0.002,0.0625,0,62.5,0,1361287,40076,5645,95.238095,53.968254,?,-1
balance-scale,2,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,562,63,51,12,0,80.952381,19.047619,0,0.669291,0.137249,0.279069,36.11656,64.027424,83.196146,39.228927,43.967219,1.320574,0.622681,0.697892,49.44563,0.784851,3742.238986,0.896552,26,0.088235,3,0.911765,31,0.103448,3,0.896552,0.896552,0.896552,0.808316,0.971095,0.97057,0.809524,0.089443,0.910557,0.190476,0.823696,0.809524,0.816486,0.72182,0.955802,0.908867,0.591248,0.809524,0.061,0.005,0.0625,0.015625,62.5,15.625,1329453,40076,5645,96.825397,52.380952,?,-1
balance-scale,2,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,562,63,52,11,0,82.539683,17.460317,0,0.69685,0.15418,0.295851,40.571957,67.877906,83.196146,1119.033018,-1035.836872,1.320574,17.762429,-16.441855,45.867089,0.728049,3471.401014,0.896552,26,0.147059,5,0.852941,29,0.103448,3,0.83871,0.896552,0.866667,0.747223,0.966531,0.967191,0.825397,0.075904,0.924096,0.174603,0.84639,0.825397,0.834151,0.754214,0.935437,0.903205,0.60404,0.825397,0.08,0.004,0.0625,0,62.5,0,1346910,40076,5645,93.650794,54.497354,?,-1
balance-scale,2,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,562,63,49,14,0,77.777778,22.222222,0,0.625954,0.13672,0.272414,35.977329,62.500667,83.196146,37.605463,45.590683,1.320574,0.596912,0.723662,49.702025,0.788921,3761.643985,0.931034,27,0.117647,4,0.882353,30,0.068966,2,0.870968,0.931034,0.9,0.810924,0.984787,0.985748,0.777778,0.080009,0.919991,0.222222,0.841225,0.777778,0.803785,0.711269,0.959158,0.915513,0.582051,0.777778,0.059,0.003,0.0625,0,62.5,0,1357998,40076,5645,96.825397,53.968254,?,-1
balance-scale,2,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,563,62,49,13,0,79.032258,20.967742,0,0.636773,0.156022,0.293353,41.024327,67.24542,82.079511,41.91132,40.168191,1.323863,0.675989,0.647874,45.922285,0.740682,3476.522342,0.857143,24,0.147059,5,0.852941,29,0.142857,4,0.827586,0.857143,0.842105,0.708227,0.963235,0.959394,0.790323,0.103251,0.896749,0.209677,0.806843,0.790323,0.797932,0.689277,0.945209,0.898215,0.578321,0.790323,0.059,0.003,0.0625,0,62.5,0,1316165,40145,5576,98.387097,56.989247,?,-1
balance-scale,2,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,563,62,51,11,0,82.258065,17.741935,0,0.686437,0.141505,0.286046,37.207453,65.570567,82.079511,3249.217128,-3167.137617,1.323863,52.406728,-51.082865,47.54947,0.766927,3599.707486,0.964286,27,0.176471,6,0.823529,28,0.035714,1,0.818182,0.964286,0.885246,0.785754,0.970063,0.964935,0.822581,0.09953,0.90047,0.177419,0.818534,0.822581,0.815559,0.727903,0.926504,0.895463,0.591378,0.822581,0.066,0.003,0.078125,0,78.125,0,1328144,40145,5576,91.935484,52.150538,?,-1
balance-scale,2,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,563,62,49,13,0,79.032258,20.967742,0,0.632969,0.172903,0.303272,45.90115,70.275947,79.57723,1112.914205,-1033.336975,1.283504,17.950229,-16.666725,42.050566,0.678235,3172.733021,0.827586,24,0.121212,4,0.878788,29,0.172414,5,0.857143,0.827586,0.842105,0.708227,0.950366,0.9518,0.790323,0.105892,0.894108,0.209677,0.818548,0.790323,0.804188,0.687371,0.929539,0.896209,0.573099,0.790323,0.058,0.007,0.0625,0,62.5,0,1304824,40145,5576,98.387097,60.752688,?,-1
balance-scale,2,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,563,62,49,13,0,79.032258,20.967742,0,0.643993,0.155054,0.297484,40.769869,68.192415,82.079511,42.064489,40.015022,1.323863,0.678459,0.645404,45.863889,0.73974,3472.101519,0.827586,24,0.121212,4,0.878788,29,0.172414,5,0.857143,0.827586,0.842105,0.708227,0.969697,0.970165,0.790323,0.081297,0.918703,0.209677,0.835165,0.790323,0.812048,0.715336,0.943722,0.901036,0.589344,0.790323,0.064,0.004,0.078125,0,78.125,0,1332522,40145,5576,98.387097,56.451613,?,-1
balance-scale,2,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,563,62,52,10,0,83.870968,16.129032,0,0.717282,0.138602,0.271525,36.444078,62.241796,82.079511,39.542894,42.536617,1.323863,0.637789,0.686074,48.353933,0.779902,3660.608957,0.896552,26,0.121212,4,0.878788,29,0.103448,3,0.866667,0.896552,0.881356,0.774127,0.977534,0.978201,0.83871,0.077053,0.922947,0.16129,0.840263,0.83871,0.839227,0.762591,0.951142,0.911118,0.608937,0.83871,0.066,0.005,0.046875,0.015625,46.875,15.625,1360924,40145,5576,96.774194,55.913978,?,-1
balance-scale,3,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,562,63,51,12,0,80.952381,19.047619,0,0.665782,0.147513,0.282759,38.817644,64.873978,83.196146,40.129792,43.066354,1.320574,0.636981,0.683593,48.870229,0.775718,3698.690362,0.827586,24,0.088235,3,0.911765,31,0.172414,5,0.888889,0.827586,0.857143,0.744656,0.965517,0.964855,0.809524,0.101613,0.898387,0.190476,0.810093,0.809524,0.808844,0.709219,0.949958,0.904609,0.585714,0.809524,0.07,0.006,0.078125,0,78.125,0,1348417,40076,5645,98.412698,55.026455,?,-1
balance-scale,3,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,562,63,49,14,0,77.777778,22.222222,0,0.622108,0.153016,0.304426,40.265648,69.84518,83.196146,1117.533929,-1034.337783,1.320574,17.738634,-16.41806,46.301114,0.734938,3504.249727,0.862069,25,0.058824,2,0.941176,32,0.137931,4,0.925926,0.862069,0.892857,0.809009,0.974645,0.973094,0.777778,0.092179,0.907821,0.222222,0.820778,0.777778,0.798633,0.69131,0.936717,0.896604,0.578321,0.777778,0.078,0.002,0.0625,0,62.5,0,1323711,40076,5645,96.825397,54.497354,?,-1
balance-scale,3,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,562,63,55,8,0,87.301587,12.698413,0,0.769863,0.12836,0.263577,33.777477,60.473194,83.196146,41.740257,41.455889,1.320574,0.662544,0.65803,51.13174,0.811615,3869.850401,0.931034,27,0.088235,3,0.911765,31,0.068966,2,0.9,0.931034,0.915254,0.841095,0.983773,0.984881,0.873016,0.083969,0.916031,0.126984,0.830056,0.873016,0.850937,0.785556,0.958506,0.916312,0.616196,0.873016,0.062,0.004,0.0625,0,62.5,0,1348736,40076,5645,92.063492,49.73545,?,-1
balance-scale,3,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,562,63,54,9,0,85.714286,14.285714,0,0.746649,0.123492,0.24935,32.49655,57.20909,83.196146,33.908335,49.287811,1.320574,0.538228,0.782346,52.068436,0.826483,3940.743213,0.931034,27,0.058824,2,0.941176,32,0.068966,2,0.931034,0.931034,0.931034,0.872211,0.984787,0.98365,0.857143,0.073167,0.926833,0.142857,0.842857,0.857143,0.849879,0.782597,0.965614,0.919692,0.61543,0.857143,0.066,0.004,0.0625,0,62.5,0,1357041,40076,5645,96.825397,53.968254,?,-1
balance-scale,3,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,562,63,53,10,0,84.126984,15.873016,0,0.715447,0.150582,0.275487,39.625185,63.20567,83.196146,1114.158412,-1030.962266,1.320574,17.685054,-16.36448,47.25983,0.750156,3576.809122,0.862069,25,0.058824,2,0.941176,32,0.137931,4,0.925926,0.862069,0.892857,0.809009,0.978702,0.978024,0.84127,0.098876,0.901124,0.15873,0.816792,0.84127,0.826768,0.743179,0.936741,0.90604,0.598694,0.84127,0.065,0.003,0.0625,0,62.5,0,1344446,40076,5645,93.650794,58.730159,?,-1
balance-scale,3,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,563,62,52,10,0,83.870968,16.129032,0,0.714417,0.127634,0.270988,33.883498,62.794775,79.57723,1104.765628,-1025.188398,1.283504,17.8188,-16.535297,50.300078,0.811292,3795.162265,0.931034,27,0.151515,5,0.848485,28,0.068966,2,0.84375,0.931034,0.885246,0.7783,0.972309,0.971297,0.83871,0.076432,0.923568,0.16129,0.862399,0.83871,0.847161,0.769167,0.957158,0.921711,0.603724,0.83871,0.061,0.003,0.046875,0.015625,46.875,15.625,1341388,40145,5576,96.774194,51.612903,?,-1
balance-scale,3,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,563,62,49,13,0,79.032258,20.967742,0,0.643993,0.163226,0.303905,42.918627,69.664217,82.079511,1114.756524,-1032.677013,1.323863,17.979944,-16.656081,43.91239,0.708264,3324.364262,0.862069,25,0.090909,3,0.909091,30,0.137931,4,0.892857,0.862069,0.877193,0.773182,0.972832,0.97249,0.790323,0.080406,0.919594,0.209677,0.8345,0.790323,0.811734,0.716056,0.938447,0.900078,0.588694,0.790323,0.06,0.004,0.0625,0,62.5,0,1335107,40145,5576,96.774194,56.451613,?,-1
balance-scale,3,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,563,62,49,13,0,79.032258,20.967742,0,0.64415,0.158495,0.292749,41.674609,67.10706,82.079511,43.582225,38.497286,1.323863,0.702939,0.620924,43.985158,0.709438,3329.873119,0.827586,24,0.090909,3,0.909091,30,0.172414,5,0.888889,0.827586,0.857143,0.74134,0.966562,0.965308,0.790323,0.080406,0.919594,0.209677,0.833931,0.790323,0.811479,0.715615,0.9438,0.902937,0.588745,0.790323,0.064,0.004,0.046875,0,46.875,0,1334447,40145,5576,96.774194,56.989247,?,-1
balance-scale,3,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,563,62,49,13,0,79.032258,20.967742,0,0.64415,0.158387,0.305088,41.646336,69.935394,82.079511,2187.857411,-2105.777899,1.323863,35.288023,-33.96416,44.342586,0.715203,3356.932025,0.928571,26,0.029412,1,0.970588,33,0.071429,2,0.962963,0.928571,0.945455,0.902484,0.984769,0.985021,0.790323,0.081297,0.918703,0.209677,0.833333,0.790323,0.811196,0.714641,0.92683,0.898179,0.588961,0.790323,0.072,0.005,0.078125,0,78.125,0,1327682,40145,5576,93.548387,54.83871,?,-1
balance-scale,3,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,563,62,52,10,0,83.870968,16.129032,0,0.71754,0.144086,0.282177,37.886008,64.683485,82.079511,1111.856862,-1029.777351,1.323863,17.933175,-16.609312,46.784034,0.754581,3541.760572,0.928571,26,0.088235,3,0.911765,31,0.071429,2,0.896552,0.928571,0.912281,0.838138,0.979517,0.977647,0.83871,0.07527,0.92473,0.16129,0.839226,0.83871,0.83871,0.763472,0.946453,0.904689,0.608187,0.83871,0.064,0.003,0.0625,0,62.5,0,1347361,40145,5576,93.548387,54.301075,?,-1
balance-scale,4,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,562,63,54,9,0,85.714286,14.285714,0,0.746649,0.14328,0.273322,37.703795,62.70887,83.196146,41.553122,41.643024,1.320574,0.659573,0.661,48.687375,0.772815,3684.851271,0.931034,27,0.058824,2,0.941176,32,0.068966,2,0.931034,0.931034,0.931034,0.872211,0.981237,0.980733,0.857143,0.073167,0.926833,0.142857,0.842857,0.857143,0.849879,0.782597,0.955053,0.913883,0.61543,0.857143,0.064,0.005,0.078125,0,78.125,0,1360440,40076,5645,95.238095,56.613757,?,-1
balance-scale,4,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,562,63,53,10,0,84.126984,15.873016,0,0.718499,0.129101,0.267204,33.9724,61.305226,83.196146,1106.905984,-1023.709838,1.320574,17.569936,-16.249363,51.088929,0.810935,3866.610339,0.931034,27,0.117647,4,0.882353,30,0.068966,2,0.870968,0.931034,0.9,0.810924,0.984787,0.985748,0.84127,0.086706,0.913294,0.15873,0.828359,0.84127,0.834224,0.754015,0.953693,0.913247,0.604094,0.84127,0.061,0.003,0.0625,0,62.5,0,1327891,40076,5645,95.238095,51.322751,?,-1
balance-scale,4,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,562,63,56,7,0,88.888889,11.111111,0,0.79863,0.104021,0.237369,27.372844,54.460089,83.196146,30.238616,52.95753,1.320574,0.479978,0.840596,55.410631,0.879534,4193.693656,0.931034,27,0.117647,4,0.882353,30,0.068966,2,0.870968,0.931034,0.9,0.810924,0.986308,0.986088,0.888889,0.07043,0.92957,0.111111,0.845895,0.888889,0.866801,0.814938,0.980505,0.93197,0.627684,0.888889,0.066,0.004,0.046875,0,46.875,0,1375642,40076,5645,98.412698,48.148148,?,-1
balance-scale,4,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,562,63,52,11,0,82.539683,17.460317,0,0.69685,0.145503,0.28815,38.288566,66.111064,83.196146,44.312853,38.883293,1.320574,0.703379,0.617195,48.184527,0.764834,3646.793767,0.931034,27,0.029412,1,0.970588,33,0.068966,2,0.964286,0.931034,0.947368,0.904379,0.983773,0.984881,0.825397,0.075904,0.924096,0.174603,0.840703,0.825397,0.832916,0.751411,0.948541,0.907061,0.603146,0.825397,0.073,0.003,0.0625,0.015625,62.5,15.625,1349110,40076,5645,93.650794,53.968254,?,-1
balance-scale,4,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20190328.0645,562,63,53,10,0,84.126984,15.873016,0,0.718499,0.126561,0.274891,33.304091,63.068921,83.196146,1110.5892,-1027.393054,1.320574,17.6284,-16.307826,51.003348,0.809577,3860.133199,0.931034,27,0.088235,3,0.911765,31,0.068966,2,0.9,0.931034,0.915254,0.841095,0.98073,0.978343,0.84127,0.086706,0.913294,0.15873,0.826984,0.84127,0.834006,0.753185,0.946433,0.907173,0.603935,0.84127,0.066,0.003,0.078125,0,78.125,0,1340233,40076,5645,96.825397,53.968254,?,-1
