@relation 'emotion-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3123-Llast-weka.filters.unsupervised.attribute.Remove-R3122-3123-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute 'CO2 9' numeric
@attribute 'm15.0238 9' numeric
@attribute 'm31.0178 2' numeric
@attribute 'm31.0178 8' numeric
@attribute 'm33.0335 3' numeric
@attribute 'm33.0335 4' numeric
@attribute 'm33.0335 5' numeric
@attribute 'm33.0335 6' numeric
@attribute 'm34 5' numeric
@attribute 'm37.0227 4' numeric
@attribute 'm37.0227 9' numeric
@attribute 'm39 1' numeric
@attribute 'm39 8' numeric
@attribute 'm39 9' numeric
@attribute 'm44.0049 1' numeric
@attribute 'm44.9998 1' numeric
@attribute 'm44.9998 2' numeric
@attribute 'm45.0335 3' numeric
@attribute 'm45.9924 3' numeric
@attribute 'm45.9924 4' numeric
@attribute 'm45.9924 5' numeric
@attribute 'm47.0261 6' numeric
@attribute 'm47.0261 9' numeric
@attribute 'm51.0090 5' numeric
@attribute 'm51.0455 1' numeric
@attribute 'm57.0699 7' numeric
@attribute 'm58.0756 0' numeric
@attribute 'm59.9293 3' numeric
@attribute 'm61.0284 1' numeric
@attribute 'm62.9264 1' numeric
@attribute 'm62.9264 2' numeric
@attribute 'm62.9264 9' numeric
@attribute 'm62.9622 3' numeric
@attribute 'm63.0457 1' numeric
@attribute 'm63.0457 2' numeric
@attribute 'm64.9278 2' numeric
@attribute 'm64.9278 3' numeric
@attribute 'm65.0603 1' numeric
@attribute 'm65.0603 2' numeric
@attribute 'm68.9990 8' numeric
@attribute 'm68.9990 9' numeric
@attribute 'm73.0305 4' numeric
@attribute 'm75.0440 6' numeric
@attribute 'm75.0440 7' numeric
@attribute 'm77.0549 3' numeric
@attribute 'm80.9449 3' numeric
@attribute 'm80.9449 4' numeric
@attribute 'm80.9449 5' numeric
@attribute 'm80.9922 1' numeric
@attribute 'm85.1012 5' numeric
@attribute 'm87.0441 2' numeric
@attribute 'm87.0441 3' numeric
@attribute 'm87.0441 4' numeric
@attribute 'm87.0441 5' numeric
@attribute 'm89.0597 4' numeric
@attribute 'm89.0597 5' numeric
@attribute 'm93.0699 4' numeric
@attribute 'm93.0699 8' numeric
@attribute 'm96.9612 9' numeric
@attribute 'm97.0296 5' numeric
@attribute 'm97.1012 1' numeric
@attribute 'm120.9533 3' numeric
@attribute 'm121.0250 4' numeric
@attribute 'm122.1089 9' numeric
@attribute 'm125.1393 9' numeric
@attribute 'm129.1274 2' numeric
@attribute 'm148.9709 7' numeric
@attribute target {0,1}

@data
761.279,3.5363,22.0853,21.4928,94.9622,94.6177,93.2073,94.9048,110.008,7212.86,7209.9,1727.47,1696.85,1702.54,5.53308,36.1454,37.6799,63.9236,9.51263,10.1271,9.9875,11.8374,12.2615,0.777263,1.00651,26.309,1.43531,0.152109,53.0415,0.206405,0.402436,0.092049,0.136461,0.309444,0.442117,0.160877,0.149139,0.577031,0.432386,0.069564,0.010224,1.83824,4.09641,4.15109,0.419433,0.150832,-0.003117,0.016958,0.651745,1.07066,2.37839,2.15268,2.15826,1.97681,2.30916,2.16782,21.337,21.5348,0.107194,1.90407,1.54013,0.285202,0.052702,0.862308,0.276851,0.257064,0.497645,0
763.63,3.26926,21.3063,21.2858,94.6177,93.2073,94.9048,90.8311,111.938,7204.39,7230.54,1701,1702.54,1685.18,5.38237,37.6799,36.3891,63.2713,10.1271,9.9875,9.69821,11.3673,11.3808,0.504877,0.95308,26.4983,1.56525,0.206378,53.047,0.402436,0.360479,0.261189,0.283803,0.442117,0.471309,0.149139,0.137147,0.432386,0.600818,0.010224,0.033469,2.12124,4.15109,3.95946,0.374918,-0.003117,0.016958,-0.00302,0.640349,1.23901,2.15268,2.15826,1.97681,2.12818,2.16782,2.22062,21.7957,21.06,0.139774,1.78264,1.44457,0.264295,0.193306,0.941938,0.322862,0.202316,0.562169,0
765.684,3.50957,21.8497,20.7983,93.2073,94.9048,90.8311,94.8842,110.811,7190.03,7216.59,1681.03,1685.18,1699.33,5.75173,36.3891,36.0031,63.3673,9.9875,9.69821,9.44608,11.106,12.3924,0.564216,0.957362,26.6309,1.34557,0.019625,51.7335,0.360479,0.377691,0.284144,0.065849,0.471309,0.435498,0.137147,0.115994,0.600818,0.468111,0.033469,0.003015,2.12682,3.95946,4.13522,0.40503,0.016958,-0.00302,0.054248,0.833612,1.09154,2.15826,1.97681,2.12818,2.02493,2.22062,2.26385,20.8915,21.1043,0.022075,1.92355,1.50796,0.142806,0.166435,0.954676,0.255248,0.215116,0.463232,0
767.331,3.31413,21.3068,20.478,94.8842,95.4954,93.6262,93.0794,112.232,7209.9,7180.07,1706.96,1708.49,1713.11,5.0097,36.7635,36.706,62.1066,9.64077,10.0056,10.429,12.3924,11.6292,0.666526,1.07304,26.5119,1.3652,0.282031,53.7395,0.233679,0.09076,0.175028,0.079304,0.482377,0.217023,0.084186,0.092862,0.47724,0.440452,0.045242,0.018851,1.9957,3.70328,4.40135,0.338684,0.101087,0.028889,0.189824,0.861813,1.17314,2.02493,1.98756,2.28167,2.09841,2.48711,2.358,21.06,21.0564,0.19629,1.97657,1.44609,0.204424,0.088174,0.86953,0.349734,0.326475,0.471469,0
767.99,3.31909,21.4928,21.2823,95.4954,93.6262,93.0794,95.781,112.481,7230.54,7189.45,1709.83,1713.11,1694.22,5.35114,36.706,38.0643,63.5422,10.0056,10.429,10.2026,12.7173,11.5923,0.72465,0.943592,26.5514,1.43874,0.33114,51.5052,0.09076,0.139902,0.250029,0.04952,0.217023,0.28377,0.092862,0.135431,0.440452,0.469761,0.018851,0.090059,1.92733,4.40135,4.06836,0.290055,0.028889,0.189824,-0.009251,0.600547,0.972821,1.98756,2.28167,2.09841,2.0332,2.358,2.32659,21.1043,21.3597,0.198266,1.64484,1.58461,0.272297,0.127806,0.974834,0.278179,0.294796,0.448913,1
767.841,3.37934,21.2858,21.5829,93.6262,93.0794,95.781,92.7093,109.342,7216.59,7191.85,1696.85,1694.22,1695.33,5.2319,38.0643,37.105,63.1595,10.429,10.2026,10.2965,11.0853,13.091,0.655068,1.06409,26.0967,1.29339,0.198758,51.4511,0.139902,0.092049,0.087963,0.188012,0.28377,0.305095,0.135431,0.119846,0.469761,0.478835,0.090059,0.004609,2.1048,4.06836,3.86725,0.34792,0.189824,-0.009251,0.017859,0.671574,1.01627,2.28167,2.09841,2.0332,2.15438,2.32659,2.23679,21.4373,21.0001,0.134461,1.93051,1.51368,0.293235,0.097435,0.89445,0.330543,0.312857,0.449671,1
768.178,3.48563,20.7983,20.8649,93.0794,95.781,92.7093,94.8845,111.96,7194,7214.81,1702.54,1695.33,1683.69,4.98618,37.105,38.4672,63.2368,10.2026,10.2965,9.54385,11.6292,11.4095,0.905879,1.00516,26.9393,1.35187,0.279334,53.1014,0.092049,0.261189,0.345975,0.106371,0.305095,0.299848,0.119846,0.127194,0.478835,0.505438,0.004609,0.004198,1.82187,3.86725,4.34772,0.227708,-0.009251,0.017859,0.01656,0.677856,1.16222,2.09841,2.0332,2.15438,2.10539,2.23679,2.21148,21.3555,21.2702,-0.008708,1.71308,1.44593,0.284186,0.13127,1.13407,0.292128,0.33811,0.492732,1
767.077,3.19081,21.9779,21.6057,95.781,92.7093,94.8845,93.3639,112.042,7173.54,7205.08,1685.18,1683.69,1707.74,5.00129,38.4672,38.2343,62.1964,10.2965,9.54385,9.84674,11.5923,12.032,0.787652,1.10671,27.1944,1.35798,0.335173,52.4184,0.261189,0.284144,0.097094,0.038431,0.299848,0.412993,0.127194,0.184227,0.505438,0.434905,0.004198,0.023005,1.96063,4.34772,4.2279,0.43157,0.017859,0.01656,-0.002238,0.773754,1.24655,2.0332,2.15438,2.10539,2.16488,2.21148,2.29437,21.0564,21.1031,0.129355,2.18028,1.29889,0.073892,0.113935,0.852318,0.244798,0.211938,0.503807,1
766.76,3.38992,22.1219,21.0186,92.7093,94.8845,93.3639,93.3318,111.084,7180.07,7173.4,1699.33,1707.74,1719.89,4.73822,38.2343,37.6368,61.3273,9.54385,9.84674,9.52647,13.091,12.0859,0.621435,0.926284,26.7347,1.22695,0.184947,52.8299,0.284144,0.180738,0.168389,0.100317,0.412993,0.356381,0.184227,0.096241,0.434905,0.398255,0.023005,0.002845,1.89241,4.2279,4.31318,0.271363,0.01656,-0.002238,0.114378,0.662529,0.848914,2.15438,2.10539,2.16488,1.96683,2.29437,2.69148,21.3597,20.2612,0.13461,1.92949,1.44106,0.287258,0.14029,1.023,0.200054,0.265138,0.439602,1
766.629,3.41833,20.478,21.2572,94.8845,93.3639,93.3318,95.4315,109.286,7189.45,7165.68,1707.44,1719.89,1723.05,5.18211,37.6368,37.3983,62.3085,9.84674,9.52647,9.88946,11.4095,12.0294,0.784541,1.10651,25.9832,1.34217,0.16825,52.9508,0.180738,0.111939,0.29867,0.059494,0.356381,0.373496,0.096241,0.08003,0.398255,0.409437,0.002845,0.089722,2.19132,4.31318,3.99942,0.450806,-0.002238,0.114378,0.049465,0.513231,1.03667,2.10539,2.16488,1.96683,1.83442,2.69148,2.17553,21.0001,21.3718,0.110363,1.8217,1.55373,0.255715,0.063159,0.868111,0.336349,0.310189,0.542455,1
767.2,3.06544,21.2823,21.569,93.3639,93.3318,95.4315,94.3805,110.646,7191.85,7190,1708.49,1723.05,1704.3,5.49143,37.3983,37.4819,63.3845,9.52647,9.88946,9.71435,12.032,12.3605,0.575706,1.01087,26.0407,1.43834,0.327642,52.3503,0.111939,0.175028,0.281984,0.182572,0.373496,0.291122,0.08003,0.294079,0.409437,0.34462,0.089722,0.058615,1.94645,3.99942,4.19877,0.336084,0.114378,0.049465,-0.002233,0.505511,1.31316,2.16488,1.96683,1.83442,2.25682,2.17553,2.23196,21.2702,21.6623,0.003486,1.99398,1.43613,0.158848,0.148601,0.982288,0.394615,0.229789,0.401331,0
768.59,3.13867,21.5829,21.4267,93.3318,95.4315,94.3805,93.5056,111.109,7214.81,7189.21,1713.11,1704.3,1686.83,4.79384,37.4819,36.9032,63.4093,9.88946,9.71435,9.65566,12.0859,12.3589,0.667663,1.05311,26.2744,1.43834,0.20873,52.1394,0.175028,0.250029,0.103685,0.102805,0.291122,0.316884,0.294079,0.099691,0.34462,0.515397,0.058615,0.015962,1.92371,4.19877,3.95183,0.402296,0.049465,-0.002233,0.017621,0.72761,1.09876,1.96683,1.83442,2.25682,2.17704,2.23196,2.32682,21.1031,20.7867,0.068912,2.03957,1.51889,0.229039,0.10402,0.940182,0.211877,0.241282,0.462,1
768.479,3.56753,20.8649,21.7809,95.4315,94.3805,93.5056,94.2282,112.846,7205.08,7203.13,1694.22,1686.83,1688.89,5.19502,36.9032,37.5011,63.0594,9.71435,9.65566,10.0407,12.0294,12.1728,0.665975,0.981182,26.5583,1.39239,0.322792,51.6357,0.250029,0.087963,0.294243,0.150593,0.316884,0.207759,0.099691,0.096763,0.515397,0.493643,0.015962,0.009877,1.91975,3.95183,3.65271,0.386427,-0.002233,0.017621,0.024901,0.699287,1.15591,1.83442,2.25682,2.17704,2.20526,2.32682,2.09798,20.2612,21.3665,0.113073,1.79923,1.71442,0.190386,0.03969,0.9741,0.279554,0.27408,0.340585,1
768.272,3.4481,21.6057,21.2123,94.3805,93.5056,94.2282,94.0124,110.918,7173.4,7202.48,1695.33,1688.89,1704.67,5.17765,37.5011,37.9455,62.8333,9.65566,10.0407,10.1831,12.3605,12.7463,0.530413,0.976027,26.1601,1.42462,0.235246,52.1819,0.087963,0.345975,0.127223,0.10107,0.207759,0.450163,0.096763,0.141243,0.493643,0.535068,0.009877,0.028578,2.15683,3.65271,4.15115,0.402397,0.017621,0.024901,0.131484,0.78807,1.21946,2.25682,2.17704,2.20526,2.19562,2.09798,2.27636,21.3718,21.6544,0.010803,1.80742,1.52838,0.17437,0.166693,0.998413,0.249461,0.242454,0.438804,0
769.259,3.41856,21.0186,21.3388,93.5056,94.2282,94.0124,93.5449,111.632,7165.68,7203.42,1683.69,1704.67,1705.63,5.99251,37.9455,38.492,63.5143,10.0407,10.1831,9.07905,12.3589,11.9091,0.673157,0.758896,26.5719,1.27397,0.094307,51.9786,0.345975,0.097094,0.218219,0.118155,0.450163,0.395977,0.141243,0.24223,0.535068,0.430804,0.028578,0.041675,2.02142,4.15115,4.05652,0.42778,0.024901,0.131484,0.008375,0.739898,1.20907,2.17704,2.20526,2.19562,2.20199,2.27636,2.42743,21.6623,21.2043,0.104646,2.15868,1.38616,0.195921,0.063223,1.08848,0.255715,0.284404,0.532809,0
768.934,3.10124,21.2572,21.3309,94.2282,94.0124,93.5449,92.4857,112.301,7190,7215.01,1707.74,1705.63,1690.19,5.06939,38.492,37.0557,61.6985,10.1831,9.07905,10.0782,12.1728,11.3221,0.692061,1.02028,25.9626,1.40415,0.214873,52.8775,0.097094,0.168389,0.279644,0.230953,0.395977,0.297597,0.24223,0.142135,0.430804,0.563273,0.041675,-0.004275,1.72531,4.05652,3.6852,0.414665,0.131484,0.008375,0.156304,0.68038,1.18065,2.20526,2.19562,2.20199,1.9332,2.42743,2.27258,20.7867,21.306,0.100201,2.04557,1.55678,0.271157,0.120282,0.998473,0.289465,0.231032,0.447315,0
767.939,3.62202,21.569,21.179,94.0124,93.5449,92.4857,93.7432,110.623,7189.21,7181.44,1719.89,1690.19,1716.19,5.39927,37.0557,37.6,61.8491,9.07905,10.0782,9.79269,12.7463,11.5138,0.642334,1.15673,27.0691,1.36838,0.342019,51.5747,0.168389,0.29867,0.156811,0.136653,0.297597,0.417824,0.142135,0.174687,0.563273,0.454672,-0.004275,0.035793,1.96555,3.6852,3.94626,0.341199,0.008375,0.156304,0.097976,0.732815,0.991639,2.19562,2.20199,1.9332,2.08639,2.27258,2.43588,21.3665,20.9834,0.037864,1.76861,1.48514,0.21895,0.062902,0.991312,0.275895,0.220785,0.464198,0
769.011,3.57469,21.4267,21.0982,93.5449,92.4857,93.7432,95.6514,112.414,7203.13,7175.12,1723.05,1716.19,1716.32,5.36851,37.6,37.7485,61.6635,10.0782,9.79269,9.93585,11.9091,11.9111,0.651582,0.820089,26.2267,1.25434,0.262367,52.3438,0.29867,0.281984,0.293689,0.110918,0.417824,0.488399,0.174687,0.164544,0.454672,0.501277,0.035793,0.010629,2.30976,3.94626,4.11961,0.376274,0.156304,0.097976,0.013683,0.784395,1.00472,2.20199,1.9332,2.08639,2.31458,2.43588,2.29076,21.6544,22.0356,0.03153,2.09049,1.51147,0.165485,0.127197,0.971805,0.274879,0.321813,0.49313,0
769.491,3.2771,21.7809,21.2949,92.4857,93.7432,95.6514,94.5908,110.422,7202.48,7163.96,1704.3,1716.32,1690.77,5.02252,37.7485,38.5254,62.2272,9.79269,9.93585,9.83938,11.3221,11.9967,0.690626,0.964996,26.4205,1.47696,0.270793,52.7553,0.281984,0.103685,0.255213,0.159292,0.488399,0.388311,0.164544,0.236497,0.501277,0.518193,0.010629,-0.000845,2.01899,4.11961,4.05319,0.371664,0.097976,0.013683,0.046489,0.720486,1.04676,1.9332,2.08639,2.31458,2.23168,2.29076,2.40606,21.2043,21.5761,0.04447,1.85577,1.54163,0.173226,0.229288,0.854085,0.308528,0.267814,0.418014,0
769.012,3.6515,21.2123,20.8526,93.7432,95.6514,94.5908,94.138,112.038,7203.42,7154.1,1686.83,1690.77,1715.73,5.20332,38.5254,37.3352,62.8933,9.93585,9.83938,9.65069,11.5138,11.4901,0.649045,0.998415,26.7771,1.53844,0.260074,51.8759,0.103685,0.294243,0.2961,0.085968,0.388311,0.410249,0.236497,0.076008,0.518193,0.467848,-0.000845,0.002634,1.91166,4.05319,4.1024,0.475512,0.013683,0.046489,0.004328,0.8283,1.00917,2.08639,2.31458,2.23168,2.0938,2.40606,2.23363,21.306,21.6307,0.066149,1.91528,1.57644,0.217716,0.070536,0.887095,0.3169,0.292744,0.460311,0
767.623,3.26013,21.3388,20.5205,95.6514,94.5908,94.138,94.114,112.296,7215.01,7174.16,1688.89,1715.73,1703.12,4.85837,37.3352,37.0566,61.281,9.83938,9.65069,9.91686,11.9111,12.1251,0.611002,1.10909,26.7409,1.26244,0.154859,51.4542,0.294243,0.127223,0.135537,0.141022,0.410249,0.324711,0.076008,0.090616,0.467848,0.339471,0.002634,-0.000729,1.91184,4.1024,3.99696,0.642873,0.046489,0.004328,0.017351,0.771707,1.03355,2.31458,2.23168,2.0938,2.00017,2.23363,2.13278,20.9834,20.9435,0.03233,1.86015,1.4396,0.331038,0.147531,0.912011,0.191968,0.230118,0.479718,1
766.516,3.32143,21.3309,21.4027,94.5908,94.138,94.114,91.2242,112.729,7181.44,7164.45,1704.67,1703.12,1716.62,5.16837,37.0566,37.6074,61.9605,9.65069,9.91686,9.32628,11.9967,11.519,0.700179,0.811538,26.8512,1.23646,0.28763,51.6691,0.127223,0.218219,0.102611,0.16064,0.324711,0.466976,0.090616,0.130761,0.339471,0.375451,-0.000729,0.016406,2.09497,3.99696,3.83158,0.319963,0.004328,0.017351,0.016101,0.63066,1.11588,2.23168,2.0938,2.00017,2.26904,2.13278,2.24896,22.0356,21.2869,0.072054,1.80723,1.40245,0.15349,0.203431,0.904935,0.288926,0.302397,0.363004,1
765.391,3.38548,21.179,21.3175,94.138,94.114,91.2242,93.2282,110.046,7175.12,7173.27,1705.63,1716.62,1713.24,5.15242,37.6074,37.6384,63.3216,9.91686,9.32628,9.3203,11.4901,11.4782,0.555534,1.10514,26.7058,1.56565,0.260062,51.374,0.218219,0.279644,0.167252,0.055381,0.466976,0.581097,0.130761,0.139483,0.375451,0.452808,0.016406,0.004218,1.78513,3.83158,3.72299,0.38868,0.017351,0.016101,0.067636,0.768481,1.13151,2.0938,2.00017,2.26904,2.25497,2.24896,2.40838,21.5761,21.456,0.046883,1.93924,1.38563,0.208989,0.120619,0.912805,0.29641,0.153673,0.502293,0
765.262,3.94946,21.0982,20.5577,94.114,91.2242,93.2282,93.8878,112.466,7163.96,7175.17,1690.19,1713.24,1716.01,5.3589,37.6384,37.7261,61.9118,9.32628,9.3203,10.2432,12.1251,12.6174,0.750682,1.17098,26.9226,1.29639,0.171165,50.8949,0.279644,0.156811,0.264963,0.216938,0.581097,0.364792,0.139483,0.151356,0.452808,0.506449,0.004218,0.003377,2.03079,3.72299,4.12144,0.349667,0.016101,0.067636,0.148305,0.606624,1.23699,2.00017,2.26904,2.25497,2.1959,2.40838,2.18876,21.6307,22.0679,0.138153,1.77717,1.72549,0.067587,0.146915,1.00277,0.338794,0.204917,0.424397,0
763.635,3.18427,21.2949,20.7894,91.2242,93.2282,93.8878,93.4228,112.351,7154.1,7193.52,1716.19,1716.01,1704.93,5.68784,37.7261,37.3205,62.1824,9.3203,10.2432,9.468,11.519,11.9245,0.579306,1.10953,26.7582,1.49156,0.159835,52.961,0.156811,0.293689,0.215633,0.190842,0.364792,0.399295,0.151356,0.112292,0.506449,0.398744,0.003377,0.009934,1.89847,4.12144,3.80728,0.392686,0.067636,0.148305,-0.002753,0.824689,1.16933,2.26904,2.25497,2.1959,2.11284,2.18876,2.71263,20.9435,21.0066,0.004995,1.86964,1.68238,0.174572,0.158577,1.02881,0.338856,0.263058,0.373069,0
762.91,3.35413,20.8526,21.6031,93.2282,93.8878,93.4228,93.1232,112.291,7174.16,7188.31,1716.32,1704.93,1689.75,5.19467,37.3205,37.4294,62.2892,10.2432,9.468,9.66782,11.4782,12.7166,0.703651,0.881173,25.6501,1.37378,0.157445,52.5936,0.293689,0.255213,0.080308,0.229255,0.399295,0.431445,0.112292,0.069233,0.398744,0.429403,0.009934,0.114138,2.06805,3.80728,3.85271,0.471379,0.148305,-0.002753,0.003817,0.645655,1.22246,2.25497,2.1959,2.11284,1.93091,2.71263,2.45612,21.2869,20.9279,-0.002586,2.0324,1.7498,0.077889,0.163836,0.956919,0.289041,0.246904,0.512727,0
763.631,3.56164,20.5205,21.3923,93.8878,93.4228,93.1232,92.7197,110.372,7164.45,7168.64,1690.77,1689.75,1690.11,5.21456,37.4294,37.2794,62.3612,9.468,9.66782,9.65818,12.6174,11.6364,0.541132,1.04696,26.4521,1.38115,0.16391,53.3335,0.255213,0.2961,0.130901,0.071488,0.431445,0.529632,0.069233,0.160467,0.429403,0.507553,0.114138,0.00926,1.91028,3.85271,3.93106,0.585047,-0.002753,0.003817,0.004986,0.618495,0.932188,2.1959,2.11284,1.93091,1.9601,2.45612,2.0623,21.456,21.8977,0.034288,1.75064,1.3432,0.088266,0.088124,0.931823,0.297814,0.322896,0.451596,0
764.683,3.76858,21.4027,21.0043,93.4228,93.1232,92.7197,93.5193,111.147,7173.27,7184.46,1715.73,1690.11,1699.42,5.15333,37.2794,38.418,61.1415,9.66782,9.65818,8.9778,11.9245,11.3139,0.571094,1.05214,26.1035,1.42164,0.182943,52.6774,0.2961,0.135537,0.263151,0.074576,0.529632,0.160829,0.160467,0.128233,0.507553,0.389013,0.00926,0.023212,1.93392,3.93106,4.07729,0.294334,0.003817,0.004986,0.003181,0.622951,1.09284,2.11284,1.93091,1.9601,1.92764,2.0623,2.38646,22.0679,21.5516,0.077359,1.8964,1.4238,0.249639,0.200422,0.885385,0.27571,0.275776,0.542727,0
765.231,3.01972,21.3175,22.1588,93.1232,92.7197,93.5193,94.5054,109.364,7175.17,7183.07,1703.12,1699.42,1702.13,4.76326,38.418,38.0427,60.3867,9.65818,8.9778,9.16542,12.7166,12.2064,0.611603,0.849781,27.2801,1.35432,0.116573,52.4642,0.135537,0.102611,0.136471,0.08374,0.160829,0.305638,0.128233,0.111134,0.389013,0.478951,0.023212,0.004627,1.87958,4.07729,3.77985,0.310654,0.004986,0.003181,-0.008716,0.726599,1.15934,1.93091,1.9601,1.92764,2.09907,2.38646,2.26702,21.0066,21.4393,0.119387,2.05792,1.61517,0.294403,0.241896,0.877652,0.258964,0.355417,0.486914,1
765.16,3.53684,20.5577,22.426,92.7197,93.5193,94.5054,95.1175,111.569,7193.52,7195.5,1716.62,1702.13,1680.19,4.58598,38.0427,37.1273,62.2351,8.9778,9.16542,9.59704,11.6364,11.3481,0.817762,0.960842,26.2353,1.34088,0.211901,51.0262,0.102611,0.167252,0.365822,0.181544,0.305638,0.354564,0.111134,0.2006,0.478951,0.405604,0.004627,0.001785,1.98027,3.77985,3.87543,0.383799,0.003181,-0.008716,0.020598,0.638156,1.09477,1.9601,1.92764,2.09907,2.45475,2.26702,2.3688,20.9279,21.7306,0.130232,1.85375,1.75894,0.256747,0.160622,0.934761,0.269638,0.312344,0.490516,0
764.243,3.705,20.7894,21.8673,93.5193,94.5054,95.1175,93.6207,109.951,7188.31,7219.44,1713.24,1680.19,1712.2,4.86116,37.1273,36.7148,62.4039,9.16542,9.59704,9.50914,11.3139,11.8633,0.687314,1.13644,26.3816,1.37362,0.210927,52.5037,0.167252,0.264963,0.106249,0.122773,0.354564,0.423986,0.2006,0.079885,0.405604,0.606515,0.001785,0.028613,2.13444,3.87543,4.05126,0.358027,-0.008716,0.020598,0.021099,0.710549,1.2729,1.92764,2.09907,2.45475,2.3346,2.3688,2.06874,21.8977,21.3094,0.174093,2.04913,1.54071,0.270838,0.12011,0.92705,0.243836,0.222327,0.462455,0
763.917,3.22541,21.6031,20.2469,94.5054,95.1175,93.6207,92.2198,109.763,7168.64,7178.3,1716.01,1712.2,1715.4,4.85852,36.7148,36.3459,62.0664,9.59704,9.50914,9.32243,12.2064,11.7018,0.737758,1.22235,26.9059,1.26171,0.234229,52.1524,0.264963,0.215633,0.149073,0.183786,0.423986,0.357307,0.079885,0.111179,0.606515,0.455094,0.028613,0.011096,2.14344,4.05126,3.89097,0.43557,0.020598,0.021099,0.005594,0.687527,1.0357,2.09907,2.45475,2.3346,1.95675,2.06874,2.33759,21.5516,21.6689,0.040443,2.07151,1.60542,0.264098,0.056037,1.00176,0.25307,0.211373,0.519638,0
764.495,3.65589,20.9241,21.4173,90.9336,92.9276,91.9102,93.078,110.908,7205.98,7189.26,1715.3,1708.34,1694.59,5.27994,37.5206,37.348,62.6523,9.40727,9.52769,9.62145,12.3136,11.9026,0.615073,1.15873,26.8249,1.43001,0.101755,51.2443,0.145359,0.091594,0.127904,0.148262,0.202048,0.362143,0.137832,0.079205,0.363956,0.391003,0.003105,0.01719,1.83744,4.23036,3.93498,0.389344,0.103709,0.018975,0.017067,0.562035,1.19097,2.05555,2.16564,2.11326,2.04899,2.26917,2.13422,22.0603,21.5973,0.056441,1.97629,1.46473,0.257338,0.102329,0.925774,0.335733,0.339788,0.492418,0
764.501,3.60437,21.3504,20.4069,92.9276,91.9102,93.078,92.0351,110.504,7168.17,7222.37,1717.63,1694.59,1706.26,5.26061,37.348,37.7376,62.4203,9.52769,9.62145,9.58039,11.2856,11.3347,0.606114,0.960216,26.3469,1.41003,0.243528,53.0818,0.091594,0.072154,0.143112,0.045097,0.362143,0.342125,0.079205,0.154456,0.391003,0.371712,0.01719,0.013811,1.94817,3.93498,3.92639,0.309254,0.018975,0.017067,0.026627,0.667515,1.16,2.16564,2.11326,2.04899,2.1945,2.13422,2.21836,22.5906,21.8766,0.048185,1.66295,1.41685,0.306021,0.131976,0.975344,0.331591,0.330657,0.48777,0
766.646,3.82008,22.1061,21.9162,91.9102,93.078,92.0351,93.0382,110.796,7210.6,7211.98,1702.79,1706.26,1722,5.25329,37.7376,36.656,62.3159,9.62145,9.58039,9.17734,12.0684,12.1891,0.677049,1.01661,26.7652,1.40755,0.22453,52.9723,0.072154,0.254882,0.360549,0.018773,0.342125,0.275347,0.154456,0.048525,0.371712,0.331538,0.013811,-0.00422,1.95565,3.92639,3.79487,0.476912,0.017067,0.026627,0.117807,0.619504,1.29243,2.11326,2.04899,2.1945,2.26476,2.21836,2.37938,22.2302,21.959,0.129348,1.87512,1.51344,0.243179,0.139441,1.24318,0.292784,0.294576,0.441533,0
767.396,3.42622,21.1291,21.5138,93.078,92.0351,93.0382,92.643,112.738,7195.41,7202.06,1706.19,1722,1725.74,5.01017,36.656,37.3175,63.4225,9.58039,9.17734,9.36146,11.9026,11.5682,0.634601,1.02126,26.3959,1.48451,0.272904,51.7019,0.254882,0.146205,0.111561,0.141901,0.275347,0.285422,0.048525,0.124987,0.331538,0.46842,-0.00422,0.041537,1.87404,3.79487,4.30234,0.566386,0.026627,0.117807,-0.010705,0.814852,1.09415,2.04899,2.1945,2.26476,1.8585,2.37938,2.44953,21.4241,21.284,0.185767,1.94864,1.591,0.209641,0.175908,1.08678,0.340818,0.30461,0.4884,0
736.381,3.65913,21.2384,21.9331,93.6449,94.1023,93.0645,91.8885,111.062,7207.19,7216.98,1704.03,1713.35,1679.84,5.18768,38.4465,37.365,60.4719,8.92632,9.45249,9.80664,11.9668,11.4127,0.825111,1.12147,26.1945,1.21414,0.314621,52.1327,0.143913,0.215711,0.127156,0.1249,0.302814,0.371833,0.078306,0.074436,0.343063,0.311958,0.026069,-0.002907,2.1178,3.84576,4.37717,0.472706,0.075457,0.018494,0.011589,0.76409,1.0791,2.30037,1.96,1.98148,1.7801,2.35292,2.28222,21.1111,21.4483,0.014259,2.06132,1.53778,0.246451,0.201907,0.983942,0.355289,0.199152,0.403118,1
