@relation 'emotion-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C3123-Llast-weka.filters.unsupervised.attribute.Remove-R3122-3123-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute 'CO2 9' numeric
@attribute 'm15.0238 9' numeric
@attribute 'm31.0178 2' numeric
@attribute 'm31.0178 8' numeric
@attribute 'm33.0335 3' numeric
@attribute 'm33.0335 4' numeric
@attribute 'm33.0335 5' numeric
@attribute 'm33.0335 6' numeric
@attribute 'm34 5' numeric
@attribute 'm37.0227 4' numeric
@attribute 'm37.0227 9' numeric
@attribute 'm39 1' numeric
@attribute 'm39 8' numeric
@attribute 'm39 9' numeric
@attribute 'm44.0049 1' numeric
@attribute 'm44.9998 1' numeric
@attribute 'm44.9998 2' numeric
@attribute 'm45.0335 3' numeric
@attribute 'm45.9924 3' numeric
@attribute 'm45.9924 4' numeric
@attribute 'm45.9924 5' numeric
@attribute 'm47.0261 6' numeric
@attribute 'm47.0261 9' numeric
@attribute 'm51.0090 5' numeric
@attribute 'm51.0455 1' numeric
@attribute 'm57.0699 7' numeric
@attribute 'm58.0756 0' numeric
@attribute 'm59.9293 3' numeric
@attribute 'm61.0284 1' numeric
@attribute 'm62.9264 1' numeric
@attribute 'm62.9264 2' numeric
@attribute 'm62.9264 9' numeric
@attribute 'm62.9622 3' numeric
@attribute 'm63.0457 1' numeric
@attribute 'm63.0457 2' numeric
@attribute 'm64.9278 2' numeric
@attribute 'm64.9278 3' numeric
@attribute 'm65.0603 1' numeric
@attribute 'm65.0603 2' numeric
@attribute 'm68.9990 8' numeric
@attribute 'm68.9990 9' numeric
@attribute 'm73.0305 4' numeric
@attribute 'm75.0440 6' numeric
@attribute 'm75.0440 7' numeric
@attribute 'm77.0549 3' numeric
@attribute 'm80.9449 3' numeric
@attribute 'm80.9449 4' numeric
@attribute 'm80.9449 5' numeric
@attribute 'm80.9922 1' numeric
@attribute 'm85.1012 5' numeric
@attribute 'm87.0441 2' numeric
@attribute 'm87.0441 3' numeric
@attribute 'm87.0441 4' numeric
@attribute 'm87.0441 5' numeric
@attribute 'm89.0597 4' numeric
@attribute 'm89.0597 5' numeric
@attribute 'm93.0699 4' numeric
@attribute 'm93.0699 8' numeric
@attribute 'm96.9612 9' numeric
@attribute 'm97.0296 5' numeric
@attribute 'm97.1012 1' numeric
@attribute 'm120.9533 3' numeric
@attribute 'm121.0250 4' numeric
@attribute 'm122.1089 9' numeric
@attribute 'm125.1393 9' numeric
@attribute 'm129.1274 2' numeric
@attribute 'm148.9709 7' numeric
@attribute target {0,1}

@data
761.926,3.20866,20.1228,20.8725,84.6513,85.5714,84.5794,83.8775,109.853,7186.99,7159.68,1693.57,1703.73,1693.68,5.80038,36.8317,37.2306,62.2755,9.339,9.10516,9.0329,10.9397,11.4946,0.534137,0.872215,24.5109,1.21283,0.18973,50.7223,0.152004,0.154925,0.079878,0.100828,0.278618,0.416325,0.311806,0.05162,0.683324,0.647169,0.009341,-0.017693,1.87216,4.07004,3.9605,0.359993,0.003422,0.081514,-0.016495,0.605094,1.05527,2.06506,2.10548,2.21189,2.19472,2.0727,1.98635,20.7759,21.1945,0.047596,1.93527,1.50909,0.199003,0.194408,0.890475,0.280626,0.341735,0.483094,0
762.457,3.0136,21.5008,20.8444,85.5714,84.5794,83.8775,85.3206,109.229,7174.66,7136.39,1675.06,1693.68,1659.68,4.83867,37.2306,37.0333,64.3803,9.10516,9.0329,9.41794,11.8025,12.2291,0.586823,0.946059,25.0493,1.15989,0.19261,50.3084,0.154925,0.325188,0.086558,0.109846,0.416325,0.351924,0.05162,0.200503,0.647169,0.630949,-0.017693,0.00389,1.84379,3.9605,4.22339,0.370933,0.081514,-0.016495,0.048766,0.624169,1.09135,2.10548,2.21189,2.19472,1.91129,1.98635,2.07432,21.028,20.4036,0.083945,2.32623,1.43246,0.334368,0.10669,0.819637,0.278819,0.310956,0.395034,0
762.618,3.04275,21.1472,20.1489,84.5794,83.8775,85.3206,86.6655,109.552,7164.47,7178.55,1671.22,1659.68,1691.9,5.34604,37.0333,37.2533,63.4846,9.0329,9.41794,9.39743,12.3044,11.6451,0.781342,1.14392,24.7324,1.35556,0.107287,49.9588,0.325188,0.262243,0.105169,0.095353,0.351924,0.537302,0.200503,0.032823,0.630949,0.611528,0.00389,0.010914,2.02101,4.22339,3.82779,0.322716,-0.016495,0.048766,0.055987,0.700007,1.05283,2.21189,2.19472,1.91129,2.08707,2.07432,2.19152,20.405,20.4839,0.06096,1.95798,1.34247,0.098623,0.113107,0.82509,0.24879,0.18241,0.608324,0
762.769,2.76151,20.9671,21.3485,83.8775,85.3206,86.6655,85.523,112.216,7179.4,7151.28,1713.49,1691.9,1684.33,4.84114,37.2533,36.1501,62.8514,9.41794,9.39743,8.96477,11.4946,11.0694,0.585069,0.937193,25.0985,1.44597,0.298307,49.2845,0.262243,0.248275,0.1642,0.13174,0.537302,0.606916,0.032823,0.052807,0.611528,0.575369,0.010914,0.003457,2.07883,3.82779,4.02731,0.408939,0.048766,0.055987,0.131109,0.693257,1.08659,2.19472,1.91129,2.08707,2.2216,2.19152,2.28267,21.126,19.816,0.198926,2.17323,1.44625,0.300254,0.173866,1.0566,0.291634,0.206111,0.43365,0
763.077,3.503,21.34,20.4484,85.3206,86.6655,85.523,83.1113,109.918,7173.85,7166.08,1700.82,1684.33,1700.96,5.51588,36.1501,38.2462,62.7091,9.39743,8.96477,9.34446,12.2291,11.37,0.607917,0.96702,24.5784,1.23708,0.242058,49.1684,0.248275,0.128819,0.269471,0.175352,0.606916,0.179453,0.052807,0.114812,0.575369,0.664233,0.003457,-0.012025,2.07062,4.02731,4.40967,0.488471,0.055987,0.131109,0.039298,0.620921,1.04954,1.91129,2.08707,2.2216,2.05852,2.28267,2.2255,21.1945,20.5291,0.186267,2.08224,1.58767,0.169891,0.138962,0.847794,0.285773,0.206013,0.338774,0
762.257,3.2121,20.8029,20.7651,86.6655,85.523,83.1113,84.7681,108.689,7159.68,7173.72,1701.3,1700.96,1708.31,5.31749,38.2462,37.1117,64.2886,8.96477,9.34446,8.98888,11.6451,11.9059,0.652327,0.85728,24.6536,1.22233,0.203716,49.9624,0.128819,0.240558,0.312247,0.045822,0.179453,0.421013,0.114812,0.114257,0.664233,0.596636,-0.012025,-0.000795,2.1928,4.40967,4.51205,0.389559,0.131109,0.039298,-0.002643,0.623907,1.05112,2.08707,2.2216,2.05852,2.40101,2.2255,2.10936,20.4036,19.9957,0.221405,1.949,1.4789,0.129437,0.086788,0.94551,0.28874,0.347938,0.465639,0
761.196,3.67637,20.8725,21.7188,85.523,83.1113,84.7681,85.613,110.036,7136.39,7154.1,1708.99,1708.31,1702.24,5.13534,37.1117,37.3211,61.9478,9.34446,8.98888,8.8798,11.0694,11.5471,0.635913,0.978794,24.9089,1.47877,0.238801,48.7981,0.240558,0.048715,0.124872,0.073,0.421013,0.290565,0.114257,0.317072,0.596636,0.550682,-0.000795,-0.003147,2.35796,4.51205,4.06273,0.524265,0.039298,-0.002643,0.048892,0.651764,0.862916,2.2216,2.05852,2.40101,2.14443,2.10936,1.99281,20.4839,20.3254,0.150373,2.02636,1.3897,0.251791,0.01137,0.921939,0.219727,0.286437,0.514063,0
761.161,2.90149,20.8444,20.8752,83.1113,84.7681,85.613,84.0957,108.962,7178.55,7199.2,1703.73,1702.24,1684.3,5.63761,37.3211,37.6329,61.4147,8.98888,8.8798,9.0965,11.37,13.0249,0.762511,0.993697,25.2209,1.36197,0.080668,49.2427,0.048715,0.079878,0.247143,0.099043,0.290565,0.403935,0.317072,0.095528,0.550682,0.747991,-0.003147,0.144231,2.21474,4.06273,4.21515,0.402571,-0.002643,0.048892,0.009176,0.66246,1.02977,2.05852,2.40101,2.14443,1.93801,1.99281,2.13359,19.816,20.8094,-0.003343,2.00833,1.5049,0.199586,0.108076,0.970483,0.2456,0.303726,0.401307,0
760.613,2.83831,20.1489,21.4056,84.7681,85.613,84.0957,83.0028,109.669,7151.28,7180.2,1693.68,1684.3,1675.78,5.50966,37.6329,37.653,62.1869,8.8798,9.0965,9.35095,11.9059,11.963,0.59881,0.979783,24.7579,1.34459,0.288292,49.9531,0.079878,0.086558,0.143693,0.124116,0.403935,0.408651,0.095528,0.065289,0.747991,0.685024,0.144231,0.021761,1.78589,4.21515,4.39646,0.545108,0.048892,0.009176,0.009407,0.606102,1.13849,2.40101,2.14443,1.93801,2.02655,2.13359,1.99056,20.5291,20.75,0.150969,1.99945,1.51219,0.178702,0.261427,0.849286,0.29311,0.202292,0.453696,1
760.455,3.40228,21.3485,20.6046,85.613,84.0957,83.0028,83.0953,106.933,7166.08,7135.11,1659.68,1675.78,1681.47,5.18848,37.653,37.8285,61.5476,9.0965,9.35095,9.18064,11.5471,12.3863,0.671246,0.83921,25.4313,1.27786,0.266086,49.1075,0.086558,0.105169,0.233284,0.096019,0.408651,0.252444,0.065289,0.287539,0.685024,0.52581,0.021761,0.026036,1.82571,4.39646,4.15389,0.318448,0.009176,0.009407,0.008169,0.548259,1.1473,2.14443,1.93801,2.02655,1.884,1.99056,2.0674,19.9957,20.2491,0.187054,2.04006,1.40826,0.065663,0.008871,1.00098,0.276688,0.278283,0.424346,1
761.395,2.95001,20.4484,19.9454,84.0957,83.0028,83.0953,85.0951,109.126,7173.72,7181.14,1691.9,1681.47,1698.74,4.98571,37.8285,39.0489,62.6047,9.35095,9.18064,8.69078,13.0249,11.713,0.616149,0.91665,24.8215,1.21315,0.25583,49.0826,0.105169,0.1642,0.295076,0.123593,0.252444,0.417991,0.287539,0.089536,0.52581,0.587025,0.026036,-0.009193,1.88126,4.15389,4.05418,0.286677,0.009407,0.008169,0.010832,0.595686,1.03384,1.93801,2.02655,1.884,2.21341,2.0674,2.09369,20.3254,20.176,0.022712,2.14713,1.30787,0.202017,0.071601,0.851736,0.258916,0.203548,0.407248,1
761.597,3.19378,20.7651,20.0061,83.0028,83.0953,85.0951,84.3729,109.249,7154.1,7156.72,1684.33,1698.74,1665.73,5.73136,39.0489,36.916,61.5628,9.18064,8.69078,8.84963,11.963,11.9371,0.664744,0.847066,25.1681,1.12057,0.19653,49.1472,0.1642,0.269471,0.166619,0.118773,0.417991,0.461156,0.089536,0.205607,0.587025,0.48043,-0.009193,0.026603,1.92416,4.05418,3.80968,0.495594,0.008169,0.010832,0.128913,0.688142,1.1132,2.02655,1.884,2.21341,1.83765,2.09369,2.03016,20.8094,20.6855,-0.007276,1.78404,1.43115,0.151643,0.127508,0.986152,0.273911,0.233402,0.340186,1
762.189,3.45939,21.7188,21.219,83.0953,85.0951,84.3729,81.4972,109.375,7199.2,7162.69,1700.96,1665.73,1693.66,5.05329,36.916,36.1579,62.3631,8.69078,8.84963,9.01582,12.3863,11.6085,0.652099,1.04581,24.8785,1.25535,0.108932,49.0831,0.269471,0.312247,0.189547,0.032921,0.461156,0.495712,0.205607,0.243485,0.48043,0.675643,0.026603,-0.002768,2.07465,3.80968,4.30133,0.429558,0.010832,0.128913,0.014735,0.744806,1.14611,1.884,2.21341,1.83765,2.16927,2.03016,2.29352,20.75,21.1054,0.079101,1.87889,1.53935,0.239198,0.088597,1.05676,0.328436,0.316994,0.348906,0
762.163,3.12786,20.8752,20.8538,85.0951,84.3729,81.4972,82.0863,109.247,7180.2,7194.51,1708.31,1693.66,1706.73,5.418,36.1579,36.7279,62.3023,8.84963,9.01582,9.34407,11.713,12.6171,0.710235,1.07272,25.0686,1.46112,0.233297,50.1608,0.312247,0.124872,0.30101,0.135282,0.495712,0.405392,0.243485,0.326693,0.675643,0.669939,-0.002768,0.02195,2.11627,4.30133,4.59991,0.421384,0.128913,0.014735,0.064251,0.478368,0.970816,2.21341,1.83765,2.16927,2.25357,2.29352,2.05714,20.2491,20.1688,0.058623,2.02474,1.47455,0.214194,0.167298,0.947848,0.264707,0.259923,0.487932,0
762.91,2.82981,21.4056,21.3247,84.3729,81.4972,82.0863,82.8199,110.936,7135.11,7174.47,1702.24,1706.73,1671.41,5.45796,36.7279,36.9566,61.3545,9.01582,9.34407,9.05834,11.9371,11.6617,0.597148,1.04153,24.5793,1.1829,0.151264,50.2076,0.124872,0.247143,0.317442,0.051499,0.405392,0.470997,0.326693,0.083301,0.669939,0.55651,0.02195,-0.00067,2.01679,4.59991,4.34511,0.374032,0.014735,0.064251,-0.003192,0.551345,1.23502,1.83765,2.16927,2.25357,2.11119,2.05714,2.06832,20.176,20.752,0.150829,1.90583,1.5603,0.250406,0.021016,0.867405,0.202891,0.330917,0.33611,0
763.353,3.48036,20.6046,21.6931,81.4972,82.0863,82.8199,83.6532,111.158,7181.14,7186.41,1684.3,1671.41,1715.79,5.17123,36.9566,36.1635,60.9054,9.34407,9.05834,9.18222,11.6085,11.1832,0.592656,0.823103,25.0528,1.36291,0.20911,49.9571,0.247143,0.143693,0.305274,0.154095,0.470997,0.198123,0.083301,0.147168,0.55651,0.615084,-0.00067,-0.002509,2.06199,4.34511,4.21456,0.383857,0.064251,-0.003192,0.004212,0.639026,1.09699,2.16927,2.25357,2.11119,2.04561,2.06832,2.11544,20.6855,20.5875,0.025471,2.08215,1.51623,0.187038,0.17879,0.986756,0.206006,0.207174,0.435978,0
763.112,3.16338,19.9454,21.355,82.0863,82.8199,83.6532,82.698,109.476,7156.72,7153.67,1675.78,1715.79,1700.03,5.00869,36.1635,36.6609,62.8328,9.05834,9.18222,9.64223,12.6171,10.9088,0.589722,1.02728,24.8076,1.29021,0.204095,48.6039,0.143693,0.233284,0.32784,0.126796,0.198123,0.413859,0.147168,0.140192,0.615084,0.570047,-0.002509,0.011797,2.21539,4.21456,4.37895,0.532757,-0.003192,0.004212,0.056888,0.652028,1.02435,2.25357,2.11119,2.04561,2.06692,2.11544,2.0425,21.1054,21.2598,0.16799,2.00352,1.60048,0.239569,0.176354,1.03932,0.286095,0.25954,0.418327,0
764.041,2.72712,20.0061,21.0261,82.8199,83.6532,82.698,83.3069,109.273,7162.69,7195.3,1681.47,1700.03,1694.69,5.38222,36.6609,37.5712,62.1567,9.18222,9.64223,9.58404,11.6617,11.4756,0.659666,1.04756,24.4251,1.21298,0.191596,48.5784,0.233284,0.295076,0.200335,0.090465,0.413859,0.419306,0.140192,0.133873,0.570047,0.532402,0.011797,0.029826,2.17336,4.37895,4.28473,0.418355,0.004212,0.056888,0.049786,0.538746,1.31422,2.11119,2.04561,2.06692,2.20835,2.0425,1.96017,20.1688,20.1995,0.122616,1.94645,1.54305,0.147742,0.128235,0.799215,0.216513,0.306682,0.429034,0
766.015,3.14643,21.219,21.1339,83.6532,82.698,83.3069,83.9652,109.829,7194.51,7188.08,1698.74,1694.69,1706.21,4.93515,37.5712,37.0967,62.2727,9.64223,9.58404,9.01554,11.1832,11.6973,0.531287,0.845,24.4559,1.25904,0.146628,49.2702,0.295076,0.166619,0.133742,0.202348,0.419306,0.321287,0.133873,0.209872,0.532402,0.540444,0.029826,-0.010421,1.88923,4.28473,4.42001,0.413932,0.056888,0.049786,-0.003259,0.63741,1.07317,2.04561,2.06692,2.20835,2.14483,1.96017,2.21743,20.752,21.0447,0.018239,2.15589,1.37006,0.216487,0.079205,0.869518,0.327855,0.226854,0.377613,0
766.217,3.35947,20.8538,20.8095,82.698,83.3069,83.9652,83.1033,110.919,7174.47,7165.65,1665.73,1706.21,1707.86,5.08943,37.0967,37.2093,60.8813,9.58404,9.01554,8.82601,10.9088,11.6403,0.727884,0.951367,24.5573,1.52033,0.254791,49.0224,0.166619,0.189547,0.320856,0.07912,0.321287,0.492137,0.209872,0.235794,0.540444,0.614431,-0.010421,0.135932,1.80136,4.42001,3.96804,0.402289,0.049786,-0.003259,0.054642,0.58741,1.1348,2.06692,2.20835,2.14483,2.10039,2.21743,1.97306,20.5875,20.9906,0.236967,2.10656,1.59538,0.198508,0.128118,0.980683,0.289242,0.251879,0.375446,0
767.673,3.06315,21.3247,20.7322,83.3069,83.9652,83.1033,83.9128,108.398,7186.41,7159.21,1693.66,1707.86,1696.43,5.62599,37.2093,37.143,61.1035,9.01554,8.82601,9.66468,11.4756,12.5312,0.559774,0.911847,24.4059,1.37468,0.143359,48.9395,0.189547,0.30101,0.298239,0.180648,0.492137,0.396464,0.235794,0.063107,0.614431,0.669063,0.135932,0.020835,2.04751,3.96804,4.35924,0.570894,-0.003259,0.054642,0.10412,0.903613,0.912705,2.20835,2.14483,2.10039,2.19102,1.97306,2.28242,21.2598,20.9862,0.173414,2.07077,1.47416,0.237518,0.115379,0.980275,0.278806,0.24738,0.543912,0
767.695,2.92695,21.6931,20.943,83.9652,83.1033,83.9128,81.3726,109.159,7153.67,7157.06,1706.73,1696.43,1716.23,5.16777,37.143,37.0998,61.6193,8.82601,9.66468,8.99044,11.6973,12.0046,0.563414,0.706187,25.3131,1.45925,0.153715,48.642,0.30101,0.317442,0.105168,0.193579,0.396464,0.468217,0.063107,0.064187,0.669063,0.534545,0.020835,0.018711,1.80127,4.35924,4.38675,0.389748,0.054642,0.10412,0.116362,0.603817,1.0194,2.14483,2.10039,2.19102,2.23622,2.28242,2.00242,20.1995,20.535,-0.005887,1.86652,1.41623,0.297756,0.04371,0.889922,0.267576,0.281709,0.504399,0
767.423,3.44703,21.355,21.0363,83.1033,83.9128,81.3726,81.8706,110.258,7195.3,7152.73,1671.41,1716.23,1679.22,4.95905,37.0998,36.8698,60.7857,9.66468,8.99044,8.92912,11.6403,12.2475,0.88537,0.897526,25.1934,1.36496,0.237314,49.8418,0.317442,0.305274,0.329054,0.112238,0.468217,0.374147,0.064187,0.216865,0.534545,0.616314,0.018711,0.006538,1.73813,4.38675,4.12088,0.460046,0.10412,0.116362,0.19767,0.679058,0.947088,2.10039,2.19102,2.23622,2.06781,2.00242,2.18311,21.0447,20.7437,0.149455,1.85192,1.62603,0.152992,0.103021,1.09077,0.313939,0.253359,0.330607,0
767.802,3.16475,21.0261,20.5128,83.9128,81.3726,81.8706,82.0152,108.72,7188.08,7161.21,1715.79,1679.22,1706.99,5.0929,36.8698,38.1726,60.287,8.99044,8.92912,9.40453,12.5312,11.6212,0.42444,1.2195,24.8993,1.43748,0.243533,49.1089,0.305274,0.32784,0.199451,0.200442,0.374147,0.420605,0.216865,0.170804,0.616314,0.673393,0.006538,0.078697,2.1265,4.12088,4.38665,0.385621,0.116362,0.19767,0.019215,0.748333,1.09952,2.19102,2.23622,2.06781,2.12544,2.18311,2.1311,20.9906,20.8766,0.156795,1.83004,1.61926,0.253168,0.129415,0.839569,0.299637,0.259439,0.403756,0
768.556,3.2364,21.1339,20.1096,81.3726,81.8706,82.0152,81.2398,109.467,7165.65,7172.24,1700.03,1706.99,1686.98,5.03751,38.1726,37.8492,62.0003,8.92912,9.40453,8.94495,12.0046,11.8631,0.740494,1.02407,24.7768,1.51494,0.178697,49.8993,0.32784,0.200335,0.365425,0.051957,0.420605,0.464808,0.170804,0.020187,0.673393,0.525712,0.078697,0.005456,1.898,4.38665,4.27095,0.344685,0.19767,0.019215,0.069306,0.607489,1.05722,2.23622,2.06781,2.12544,2.16655,2.1311,2.13483,20.9862,20.9347,0.180839,2.02529,1.44075,0.085169,0.061574,0.889972,0.22356,0.273304,0.447071,0
768.422,3.22821,20.8095,21.6398,81.8706,82.0152,81.2398,81.4004,110.52,7159.21,7186.35,1694.69,1686.98,1681.24,4.8352,37.8492,37.3683,60.3566,9.40453,8.94495,8.71788,12.2475,11.4387,0.798981,1.06053,25.1834,1.18588,0.148001,48.8598,0.200335,0.133742,0.118413,0.147355,0.464808,0.219184,0.020187,0.058856,0.525712,0.464914,0.005456,-0.002669,2.14343,4.27095,4.5833,0.43229,0.019215,0.069306,-0.001882,0.644518,0.932589,2.06781,2.12544,2.16655,2.10194,2.13483,2.19067,20.535,20.5982,0.175402,2.24489,1.39367,0.26123,0.148076,1.05383,0.295187,0.286599,0.430688,0
765.374,3.10052,21.0363,21.1139,81.4004,82.2917,81.6494,83.5643,109.795,7161.21,7184.27,1696.43,1699.06,1708.04,5.29587,38.274,37.5483,60.0414,9.74638,9.00089,9.03589,11.4387,11.6436,0.633726,0.819692,25.2431,1.15944,0.118534,48.9494,0.298239,0.105168,0.261627,0.146965,0.453013,0.249632,0.086503,0.222895,0.603322,0.472628,-0.004196,0.027603,1.99371,4.2671,4.2498,0.40689,0.086336,0.064441,0.086118,0.54534,1.30893,2.10194,1.75757,2.17038,1.91904,2.2427,2.02153,20.9347,19.8299,0.01169,2.03675,1.55002,0.121235,0.197359,1.04654,0.338162,0.328381,0.463299,0
764.987,2.79139,20.5128,21.8281,82.2917,81.6494,83.5643,83.7441,110.53,7172.24,7191.74,1716.23,1708.04,1697.37,5.12952,37.5483,37.566,60.8164,9.00089,9.03589,9.20494,11.2909,11.4914,0.634245,0.929332,24.4316,1.25981,0.123034,48.8392,0.105168,0.329054,0.179641,0.097583,0.249632,0.376181,0.222895,0.098105,0.472628,0.56332,0.027603,0.029067,2.0383,4.2498,4.25451,0.357597,0.064441,0.086118,0.068554,0.765616,1.01386,1.75757,2.17038,1.91904,1.80544,2.02153,1.96701,20.5982,21.235,0.152319,1.93163,1.41019,0.233499,0.148359,1.02912,0.205952,0.276807,0.377491,0
765.744,3.13214,20.1096,20.8543,81.6494,83.5643,83.7441,80.9256,111.013,7186.35,7190.89,1679.22,1697.37,1711.3,5.28466,37.566,37.0357,60.2439,9.03589,9.20494,8.60494,11.1276,10.8371,0.638553,0.966751,24.7487,1.36109,0.180987,49.1947,0.329054,0.199451,0.117605,0.134121,0.376181,0.304447,0.098105,0.237906,0.56332,0.533324,0.029067,0.029962,2.0573,4.25451,4.11702,0.370406,0.086118,0.068554,0.010488,0.658164,1.06565,2.17038,1.91904,1.80544,1.98543,1.96701,1.76199,21.6482,21.0561,0.030879,2.16943,1.60875,0.079583,0.068896,1.08412,0.276027,0.238088,0.440831,0
766.813,2.67041,21.6398,20.6372,83.5643,83.7441,80.9256,80.7716,110.099,7165.14,7163.2,1706.99,1711.3,1694.5,5.10441,37.0357,37.9568,59.9086,9.20494,8.60494,9.33168,11.6436,13.0215,0.756943,0.756243,24.0145,1.25933,0.144433,49.1494,0.199451,0.365425,0.165739,0.076819,0.304447,0.433133,0.237906,0.259082,0.533324,0.660947,0.029962,-0.003058,1.80414,4.11702,4.26763,0.3199,0.068554,0.010488,0.011011,0.547737,1.01596,1.91904,1.80544,1.98543,1.96193,1.76199,2.03053,20.5653,20.9643,0.136585,1.90954,1.45525,0.222129,0.051542,0.932075,0.194009,0.272093,0.384223,1
767.802,3.30675,20.9903,20.2385,83.7441,80.9256,80.7716,83.4109,110.763,7181.42,7151.79,1686.98,1694.5,1705.72,4.539,37.9568,36.6183,59.761,8.60494,9.33168,9.39133,11.4914,11.3324,0.647726,0.842982,23.6412,1.53111,0.325249,49.3241,0.365425,0.118413,0.125495,0.127236,0.433133,0.237351,0.259082,0.119521,0.660947,0.709488,-0.003058,0.010209,1.87785,4.26763,4.34287,0.446136,0.010488,0.011011,-0.002984,0.654022,0.927056,1.80544,1.98543,1.96193,1.82993,2.03053,2.12152,19.8299,20.4673,0.059166,1.897,1.51936,0.142675,0.068739,0.801967,0.237059,0.237744,0.450274,1
768.369,3.09291,20.6582,20.6344,80.9256,80.7716,83.4109,82.4139,109.808,7184.27,7178.31,1681.24,1705.72,1687.3,4.95084,36.6183,36.946,60.4879,9.33168,9.39133,8.97247,10.8371,12.3817,0.708422,0.789184,25.1856,1.27298,0.217673,49.2267,0.118413,0.088533,0.114126,0.091426,0.237351,0.311505,0.119521,0.090243,0.709488,0.457649,0.010209,0.014658,1.98935,4.34287,4.06047,0.327682,0.011011,-0.002984,0.120465,0.645876,0.940987,1.98543,1.96193,1.82993,2.02916,2.12152,2.1717,21.235,20.338,0.047212,1.9095,1.57132,0.161266,0.071346,0.909404,0.268883,0.278872,0.411764,1
769.46,2.7088,21.1139,20.805,80.7716,83.4109,82.4139,83.3147,108.798,7191.74,7181.59,1687.74,1687.3,1669.69,4.80542,36.946,38.1762,59.1974,9.39133,8.97247,9.64526,13.0215,12.6478,0.66144,0.886087,24.5126,1.51527,0.177167,49.2101,0.088533,0.158771,0.222133,0.193696,0.311505,0.198981,0.090243,0.201911,0.457649,0.497505,0.014658,0.004199,2.01758,4.06047,4.24545,0.367996,-0.002984,0.120465,0.037947,0.517362,0.988551,1.96193,1.82993,2.02916,2.24004,2.1717,1.78013,21.0561,20.6918,0.140258,1.82695,1.42474,0.191328,0.071217,0.91189,0.222357,0.349087,0.434334,1
768.935,2.81723,21.8281,20.3946,83.4109,82.4139,83.3147,80.5973,107.43,7190.89,7194.09,1699.06,1669.69,1705.97,5.17921,38.1762,38.3474,59.3541,8.97247,9.64526,9.04858,11.3324,11.9763,0.648521,0.990238,24.9179,1.2517,0.171823,48.24,0.158771,0.261627,0.049682,0.133499,0.198981,0.533004,0.201911,0.07573,0.497505,0.536248,0.004199,0.00278,1.74535,4.24545,4.7068,0.337799,0.120465,0.037947,-0.002834,0.707845,1.07643,1.82993,2.02916,2.24004,1.94221,1.78013,1.95668,20.9643,20.4541,0.05509,1.7911,1.48431,0.15481,0.040827,0.835526,0.27362,0.302178,0.41517,1
769.165,3.05842,20.8543,21.0349,82.4139,83.3147,80.5973,82.3433,110.801,7163.2,7214.98,1708.04,1705.97,1702.22,4.71007,38.3474,38.644,59.2127,9.64526,9.04858,9.718,12.3817,11.5718,0.653932,0.854993,23.4504,1.34032,0.181555,50.1167,0.261627,0.179641,0.104596,0.074532,0.533004,0.189104,0.07573,0.269554,0.536248,0.348906,0.00278,0.010097,2.0394,4.7068,4.48405,0.464747,0.037947,-0.002834,-0.002921,0.68178,1.05837,2.02916,2.24004,1.94221,1.92235,1.95668,1.84723,20.4673,21.0069,0.026766,1.78776,1.31043,0.274138,0.101348,0.986617,0.258947,0.243583,0.422894,1
768.865,2.88741,20.6372,21.3783,83.3147,80.5973,82.3433,81.8022,110.865,7151.79,7184.47,1697.37,1702.22,1679.46,5.14279,38.644,38.007,59.9555,9.04858,9.718,9.38772,12.6478,11.4428,0.7092,0.725437,24.5405,1.23218,0.188837,47.9961,0.179641,0.117605,0.138804,0.144018,0.189104,0.338497,0.269554,0.264014,0.348906,0.553428,0.010097,0.010977,2.14864,4.48405,4.24496,0.349039,-0.002834,-0.002921,0.004755,0.578843,1.06918,2.24004,1.94221,1.92235,2.03689,1.84723,2.08984,20.338,20.9096,0.025683,1.81816,1.52265,0.23085,0.121752,0.893236,0.271124,0.29113,0.422474,1
768.74,2.94185,20.2385,20.8299,80.5973,82.3433,81.8022,80.7524,108.595,7178.31,7178.77,1711.3,1679.46,1695.51,4.92376,38.007,37.3677,59.6061,9.718,9.38772,9.10328,11.9763,12.1325,0.610496,1.16643,24.9536,1.1866,0.164318,49.0389,0.117605,0.165739,0.156815,0.073752,0.338497,0.418689,0.264014,0.055813,0.553428,0.587451,0.010977,0.026973,1.91399,4.24496,4.6229,0.5806,-0.002921,0.004755,0.034238,0.737021,1.02877,1.94221,1.92235,2.03689,1.8204,2.08984,1.95508,20.6918,21.1506,0.123171,1.94411,1.50258,0.137317,0.202418,0.804494,0.184933,0.223811,0.356669,1
