@relation 'emotion-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute 'CO2 0' numeric
@attribute 'm33.0335 0' numeric
@attribute 'm33.0335 4' numeric
@attribute 'm33.0335 5' numeric
@attribute 'm34.0372 4' numeric
@attribute 'm35.0385 4' numeric
@attribute 'm43.0178 0' numeric
@attribute 'm45.0335 0' numeric
@attribute 'm45.0335 2' numeric
@attribute 'm47.0491 0' numeric
@attribute 'm47.0491 2' numeric
@attribute 'm47.0491 3' numeric
@attribute 'm48.0071 5' numeric
@attribute 'm59.9293 0' numeric
@attribute 'm63.0263 2' numeric
@attribute 'm63.0457 1' numeric
@attribute 'm64.9278 6' numeric
@attribute 'm65.0603 3' numeric
@attribute 'm71.0157 8' numeric
@attribute 'm71.0855 1' numeric
@attribute 'm72.9853 3' numeric
@attribute 'm84.0920 6' numeric
@attribute 'm84.0920 7' numeric
@attribute 'm89.0271 0' numeric
@attribute 'm89.0271 2' numeric
@attribute 'm89.0271 3' numeric
@attribute 'm89.0597 2' numeric
@attribute 'm89.0597 3' numeric
@attribute 'm95.0158 0' numeric
@attribute 'm97.0296 3' numeric
@attribute 'm97.1012 1' numeric
@attribute 'm99.0440 4' numeric
@attribute 'm100.9380 9' numeric
@attribute 'm105.0342 0' numeric
@attribute 'm111.0800 0' numeric
@attribute 'm111.0800 1' numeric
@attribute 'm113.1425 2' numeric
@attribute 'm120.9533 0' numeric
@attribute 'm120.9533 1' numeric
@attribute 'm120.9533 2' numeric
@attribute 'm120.9533 3' numeric
@attribute 'm120.9533 6' numeric
@attribute 'm136.1310 1' numeric
@attribute 'm148.9709 6' numeric
@attribute 'm148.9709 7' numeric
@attribute 'm149.1000 8' numeric
@attribute 'm149.1000 9' numeric
@attribute 'm153.1274 0' numeric
@attribute target {0,1}

@data
767.673,82.0152,81.6494,83.5643,0.732985,0.541456,27.4454,60.0237,60.0414,55.9462,55.5867,54.6488,0.428871,0.080928,1.07583,0.249632,0.119521,0.533324,0.202284,3.19685,0.184248,0.382922,0.317337,0.311678,0.305987,0.230093,2.00755,2.2427,0.934057,1.85026,1.41019,0.410261,0.325654,0.340043,0.210118,0.336734,0.155121,0.132035,0.181786,0.121235,0.233499,0.142675,0.361087,0.463299,0.377491,0.1262,0.210943,0.308671,0
767.695,81.2398,83.5643,83.7441,1.04526,0.586365,27.4368,58.7512,60.8164,55.0689,54.6488,56.275,0.384008,0.222999,0.937752,0.376181,0.090243,0.660947,0.163641,2.72441,0.143379,0.317337,0.374338,0.339919,0.230093,0.213978,2.2427,2.02153,0.768458,2.03675,1.60875,0.410479,0.20551,0.448634,0.336734,0.333223,0.213226,0.181786,0.121235,0.233499,0.079583,0.161266,0.332175,0.377491,0.440831,0.210943,0.177769,0.166404,0
767.423,81.4004,83.7441,80.9256,0.882703,0.628567,28.0429,60.0414,60.2439,55.5867,56.275,54.9115,0.274461,0.118534,0.905619,0.304447,0.201911,0.709488,0.104099,3.10136,0.10676,0.374338,0.31599,0.305987,0.213978,0.150207,2.02153,1.96701,0.934002,1.93163,1.45525,0.284115,0.259025,0.245516,0.333223,0.406353,0.136817,0.121235,0.233499,0.079583,0.222129,0.191328,0.287147,0.440831,0.384223,0.177769,0.140394,0.195981,1
767.802,82.2917,80.9256,80.7716,0.783255,0.499151,28.0067,60.8164,59.9086,54.6488,54.9115,54.3413,0.339317,0.123034,1.04747,0.433133,0.07573,0.457649,0.219561,3.07728,0.09551,0.31599,0.379308,0.230093,0.150207,0.306304,1.96701,1.76199,0.740164,2.16943,1.51936,0.283087,0.330065,0.274026,0.406353,0.346725,0.138248,0.233499,0.079583,0.222129,0.142675,0.15481,0.319357,0.384223,0.450274,0.140394,0.166177,0.185767,1
768.556,81.6494,80.7716,83.4109,1.17892,0.615045,28.157,60.2439,59.761,56.275,54.3413,54.6268,0.339186,0.180987,1.07299,0.237351,0.269554,0.497505,0.233073,2.95086,0.176661,0.379308,0.420274,0.213978,0.306304,0.268965,1.76199,2.03053,1.37047,1.90954,1.57132,0.355642,0.420603,0.235467,0.346725,0.376793,0.133522,0.079583,0.222129,0.142675,0.161266,0.274138,0.308012,0.450274,0.411764,0.166177,0.126925,0.197868,1
768.422,83.5643,83.4109,82.4139,0.865378,0.600265,27.4273,59.9086,60.4879,54.9115,54.6268,54.3505,0.259408,0.144433,1.05953,0.311505,0.264014,0.536248,0.025658,3.05271,0.069547,0.420274,0.369335,0.150207,0.268965,0.169613,2.03053,2.12152,0.7397,1.897,1.42474,0.318765,0.208232,0.370736,0.376793,0.256287,0.118522,0.222129,0.142675,0.161266,0.191328,0.23085,0.333837,0.411764,0.434334,0.126925,0.087588,0.2688,1
767.799,83.7441,82.4139,83.3147,0.516651,0.627881,28.1262,59.761,59.1974,54.3413,54.3505,54.8898,0.305483,0.325249,1.15284,0.198981,0.055813,0.348906,0.122293,2.84539,0.11815,0.369335,0.442097,0.306304,0.169613,0.216659,2.12152,2.1717,1.02424,1.9095,1.48431,0.304979,0.401206,0.386869,0.256287,0.309246,0.121624,0.142675,0.161266,0.191328,0.15481,0.137317,0.305867,0.434334,0.41517,0.087588,0.102524,0.178044,1
766.951,80.9256,83.3147,80.5973,0.759222,0.561247,27.449,60.4879,59.3541,54.6268,54.8898,53.4898,0.322015,0.217673,1.30036,0.533004,0.276507,0.553428,0.171809,3.09771,0.075819,0.442097,0.404773,0.268965,0.216659,0.352773,2.1717,1.78013,1.26325,1.82695,1.31043,0.390118,0.244008,0.335921,0.309246,0.320026,0.118078,0.161266,0.191328,0.15481,0.274138,0.180363,0.406372,0.41517,0.422894,0.102524,0.155245,0.213853,1
765.374,80.7716,80.5973,82.3433,0.788597,0.324077,28.3702,59.1974,59.2127,54.3505,53.4898,55.5357,0.219212,0.177167,0.940513,0.189104,0.146104,0.587451,0.213836,3.1739,0.210827,0.404773,0.441042,0.169613,0.352773,0.25482,1.78013,1.95668,1.01595,1.7911,1.52265,0.399712,0.245304,0.328367,0.320026,0.262285,0.061452,0.191328,0.15481,0.274138,0.23085,0.156345,0.26799,0.422894,0.422474,0.155245,0.212865,0.257691,1
764.987,83.4109,82.3433,81.8022,0.98182,0.586553,28.7387,59.3541,59.9555,54.8898,55.5357,53.3782,0.312823,0.171823,0.908846,0.338497,0.145062,0.503794,0.13092,2.90928,0.204021,0.441042,0.40421,0.216659,0.25482,0.267475,1.95668,1.84723,0.927761,1.78776,1.50258,0.348517,0.300208,0.133206,0.262285,0.288295,0.121582,0.15481,0.274138,0.23085,0.137317,0.091529,0.370757,0.422474,0.356669,0.212865,0.104406,0.190824,1
765.744,82.4139,81.8022,80.7524,0.755104,0.364347,28.3874,59.2127,59.6061,53.4898,53.3782,52.477,0.348095,0.181555,0.925398,0.418689,0.114394,0.512793,0.1118,3.17697,0.161491,0.40421,0.435082,0.352773,0.267475,0.389231,1.84723,2.08984,0.84132,1.81816,1.66911,0.386472,0.224945,0.371607,0.288295,0.322081,0.140782,0.274138,0.23085,0.137317,0.180363,0.039907,0.324549,0.356669,0.432474,0.104406,0.136387,0.246372,0
766.813,83.3147,80.7524,82.1515,0.80015,0.634311,27.1894,59.9555,59.8435,55.5357,52.477,53.8741,0.461863,0.188837,0.910474,0.387796,0.07256,0.496922,0.271423,2.66202,0.1974,0.435082,0.421085,0.25482,0.389231,0.261758,2.08984,1.95508,1.57608,1.94411,1.53759,0.324463,0.2869,0.334264,0.322081,0.345325,0.171502,0.23085,0.137317,0.180363,0.156345,0.130906,0.368015,0.432474,0.419948,0.136387,0.132905,0.27089,0
767.802,80.5973,82.1515,80.8897,0.772958,0.650748,27.4856,59.6061,59.5133,53.3782,53.8741,53.5581,0.293581,0.164318,0.935654,0.351069,0.132021,0.432067,0.231047,2.95982,0.209042,0.421085,0.487823,0.267475,0.261758,0.350735,1.95508,1.96664,0.93222,1.88149,1.33833,0.39403,0.284802,0.235888,0.345325,0.299601,0.165391,0.137317,0.180363,0.156345,0.091529,0.110778,0.347811,0.419948,0.470404,0.132905,0.192304,0.298147,0
768.369,82.3433,80.8897,81.1454,0.944177,0.776188,27.189,59.8435,59.1291,52.477,53.5581,53.6691,0.430185,0.135722,1.06786,0.392549,0.06877,0.499539,0.142173,2.75858,0.201919,0.487823,0.446562,0.389231,0.350735,0.252812,1.96664,2.02437,0.917073,1.8986,1.36758,0.351691,0.333776,0.339767,0.299601,0.189045,0.132476,0.180363,0.156345,0.091529,0.039907,0.251895,0.356479,0.470404,0.422479,0.192304,0.152875,0.242409,0
769.46,81.8022,81.1454,82.0753,0.810797,0.477956,26.9125,59.5133,60.025,53.8741,53.6691,53.26,0.330371,0.244036,1.19068,0.286263,0.100792,0.573092,0.144476,3.13851,0.096728,0.446562,0.333026,0.261758,0.252812,0.19191,2.02437,1.73564,1.01334,1.88526,1.34501,0.38563,0.263295,0.270259,0.189045,0.326764,0.127666,0.156345,0.091529,0.039907,0.130906,0.229698,0.477215,0.422479,0.384609,0.152875,0.072621,0.245465,1
768.935,80.7524,82.0753,78.7021,0.773834,0.53459,27.7601,59.1291,59.14,53.5581,53.26,52.0366,0.441683,0.231789,1.12272,0.277798,0.091304,0.465675,0.188542,3.0058,0.074447,0.333026,0.429131,0.350735,0.19191,0.264959,1.73564,2.08272,1.07223,1.95871,1.4827,0.440013,0.190417,0.225481,0.326764,0.258526,0.094051,0.091529,0.039907,0.130906,0.110778,0.286911,0.350923,0.384609,0.414084,0.072621,0.193192,0.189818,1
769.165,82.1515,78.7021,80.1162,0.548974,0.556115,28.2659,60.025,58.6067,53.6691,52.0366,52.534,0.37836,0.163818,0.914357,0.242308,0.09656,0.494504,0.147053,2.7429,0.165491,0.429131,0.364411,0.252812,0.264959,0.217314,2.08272,1.94146,0.95714,1.88257,1.34576,0.424017,0.231153,0.40793,0.258526,0.240133,0.096091,0.039907,0.130906,0.110778,0.251895,0.171911,0.325284,0.414084,0.426764,0.193192,0.138514,0.20632,1
768.865,80.8897,80.1162,80.9243,0.894694,0.585765,28.2424,59.14,60.3102,53.26,52.534,52.6541,0.24031,0.140631,0.937722,0.452197,0.061302,0.505291,0.148749,2.85746,0.121518,0.364411,0.379643,0.19191,0.217314,0.253346,1.94146,1.92169,1.2842,2.07277,1.38502,0.405478,0.380178,0.36614,0.240133,0.246328,0.182294,0.130906,0.110778,0.251895,0.229698,0.265073,0.436336,0.426764,0.427556,0.138514,0.108783,0.172595,1
768.74,81.1454,80.9243,82.3263,0.622628,0.542496,27.6737,58.6067,59.7798,52.0366,52.6541,51.9549,0.365132,0.13822,1.02771,0.452649,0.139636,0.466352,0.270811,3.08807,0.168505,0.379643,0.357538,0.264959,0.253346,0.234021,1.92169,1.97243,1.03934,1.97207,1.28534,0.360483,0.451915,0.189868,0.246328,0.36895,0.133194,0.110778,0.251895,0.229698,0.286911,0.139113,0.271097,0.427556,0.432629,0.108783,0.183312,0.256841,1
769.162,82.0753,82.3263,80.0683,1.1443,0.418503,27.661,60.3102,58.7801,52.534,51.9549,52.9275,0.348963,0.353089,1.02619,0.35971,0.117982,0.472051,0.07655,2.8978,0.153799,0.357538,0.437347,0.217314,0.234021,0.2341,1.97243,1.86232,0.901723,1.84953,1.32252,0.467723,0.286443,0.214341,0.36895,0.290662,0.303811,0.251895,0.229698,0.286911,0.171911,0.166976,0.350886,0.432629,0.435175,0.183312,0.200571,0.22894,1
767.837,78.7021,80.0683,80.271,0.950237,0.506805,27.0541,59.7798,60.4188,52.6541,52.9275,55.5806,0.533845,0.098871,0.853487,0.243804,0.08389,0.457837,0.197534,2.97411,0.17605,0.437347,0.446718,0.253346,0.2341,0.211489,1.86232,2.25733,0.906309,1.89028,1.45727,0.322787,0.384129,0.344876,0.290662,0.364459,0.171545,0.229698,0.286911,0.171911,0.265073,0.24584,0.327906,0.435175,0.403533,0.200571,0.183331,0.29362,1
766.908,80.1162,80.271,81.3336,0.793997,0.569868,27.6035,58.7801,59.9497,51.9549,55.5806,53.4354,0.394166,0.292585,1.09209,0.325897,0.257153,0.399989,0.244704,2.98615,0.134141,0.446718,0.398578,0.234021,0.211489,0.267441,2.25733,1.78521,1.01577,1.94575,1.54558,0.398065,0.330181,0.40037,0.364459,0.254604,0.211508,0.286911,0.171911,0.265073,0.139113,0.282278,0.240228,0.403533,0.379727,0.183331,0.196965,0.308332,1
767.419,80.9243,81.3336,80.4243,0.971851,0.550315,27.3627,60.4188,59.0599,52.9275,53.4354,53.498,0.445496,0.232961,0.974797,0.374747,0.13316,0.460679,0.213181,2.98191,0.156914,0.398578,0.35469,0.2341,0.267441,0.33805,1.78521,2.13454,1.39216,2.05939,1.53672,0.410104,0.187987,0.356085,0.254604,0.298452,0.156526,0.171911,0.265073,0.139113,0.166976,0.284473,0.343887,0.379727,0.446126,0.196965,0.193715,0.18824,1
768.34,82.3263,80.4243,81.0229,1.08594,0.496866,28.0388,59.9497,58.8328,55.5806,53.498,53.2201,0.45116,0.108902,0.958406,0.244683,0.09193,0.565382,0.073712,2.81834,0.159417,0.35469,0.417463,0.211489,0.33805,0.201497,2.13454,1.9517,0.80379,1.79163,1.43851,0.250481,0.279586,0.317865,0.298452,0.210852,0.179175,0.265073,0.139113,0.166976,0.24584,0.124091,0.278517,0.446126,0.420615,0.193715,0.198805,0.272621,1
769.287,80.0683,81.0229,81.3764,0.580688,0.61035,27.7086,59.0599,61.373,53.4354,53.2201,52.7603,0.269002,0.287717,1.00448,0.355367,0.0769,0.682749,0.199395,2.97316,0.128061,0.417463,0.337,0.267441,0.201497,0.426055,1.9517,2.14122,1.16723,1.85109,1.48373,0.323109,0.437634,0.255578,0.210852,0.258999,0.112685,0.139113,0.166976,0.24584,0.282278,0.210542,0.402665,0.420615,0.42395,0.198805,0.113713,0.193237,1
768.935,80.271,81.3764,79.9426,0.755113,0.565289,27.7454,58.8328,58.6386,53.498,52.7603,54.7183,0.313704,0.140254,1.0736,0.225699,0.193776,0.582634,0.114494,3.23656,0.091918,0.337,0.416563,0.33805,0.426055,0.170165,2.14122,2.04291,1.00556,1.78561,1.34673,0.268213,0.308746,0.381805,0.258999,0.266134,0.112733,0.166976,0.24584,0.282278,0.284473,0.31765,0.398137,0.42395,0.399211,0.113713,0.182543,0.21866,1
769.711,81.3336,79.9426,80.5025,1.05865,0.519311,27.4223,61.373,61.2534,53.2201,54.7183,54.9882,0.326257,0.206329,0.838292,0.238784,0.051079,0.522337,0.156688,2.72201,0.101686,0.416563,0.408209,0.201497,0.170165,0.303974,2.04291,1.95813,0.782758,1.87441,1.41221,0.383791,0.288588,0.230121,0.266134,0.340448,0.100492,0.24584,0.282278,0.284473,0.124091,0.085565,0.285635,0.399211,0.315998,0.182543,0.21849,0.154913,1
769.332,80.4243,80.5025,80.853,0.703757,0.545543,28.0763,58.6386,58.7753,52.7603,54.9882,54.2515,0.396753,0.069526,1.04268,0.260945,0.141784,0.343488,0.162932,2.78289,0.040079,0.408209,0.438181,0.426055,0.303974,0.353283,1.95813,2.09016,1.08763,1.90089,1.27376,0.35152,0.39787,0.237833,0.340448,0.374501,0.099431,0.282278,0.284473,0.124091,0.210542,0.183152,0.40704,0.315998,0.437357,0.21849,0.144431,0.243543,1
769.246,81.0229,80.853,80.1105,0.615009,0.554801,28.0786,61.2534,59.8134,54.7183,54.2515,53.8591,0.332164,0.048235,0.999223,0.280782,0.098138,0.514934,0.087928,2.9902,0.07467,0.438181,0.440014,0.170165,0.353283,0.223162,2.09016,1.88202,1.14297,1.80238,1.40654,0.432836,0.464397,0.333105,0.374501,0.326005,0.168038,0.284473,0.124091,0.210542,0.31765,0.170803,0.375894,0.437357,0.382427,0.144431,0.168292,0.188197,1
769.409,81.3764,80.1105,80.6284,0.736618,0.54727,28.5953,58.7753,60.9906,54.9882,53.8591,53.1793,0.452732,0.291907,0.918328,0.352299,0.09879,0.375188,0.140855,3.11057,0.169464,0.440014,0.378847,0.303974,0.223162,0.188224,1.88202,2.08993,0.94417,1.90374,1.14638,0.438236,0.219982,0.265074,0.326005,0.280951,0.144716,0.124091,0.210542,0.31765,0.085565,0.238905,0.352139,0.382427,0.369421,0.168292,0.132396,0.23586,1
769.141,79.9426,80.6284,80.1485,0.942043,0.443525,28.5874,59.8134,61.9017,54.2515,53.1793,53.5606,0.271871,0.262495,1.12896,0.288432,0.069019,0.479475,0.151253,2.82954,0.145031,0.378847,0.392662,0.353283,0.188224,0.316457,2.08993,1.92095,0.722197,1.77873,1.42891,0.313477,0.317555,0.25768,0.280951,0.204431,0.130758,0.210542,0.31765,0.085565,0.183152,0.24678,0.32003,0.369421,0.434403,0.132396,0.173953,0.204448,1
769.421,80.5025,80.1485,80.3956,0.903395,0.753753,28.1072,60.9906,60.8146,53.8591,53.5606,54.0404,0.264327,0.292553,1.01671,0.212383,0.087755,0.515174,0.173607,3.03688,0.120948,0.392662,0.312818,0.223162,0.316457,0.189316,1.92095,1.88593,1.18764,1.96631,1.46012,0.493526,0.349414,0.291415,0.204431,0.358736,0.13712,0.31765,0.085565,0.183152,0.170803,0.237276,0.371884,0.434403,0.394647,0.173953,0.14679,0.195769,1
768.743,80.853,80.3956,81.3525,0.528475,0.55977,27.7636,61.9017,60.4372,53.1793,54.0404,52.1708,0.354607,0.352869,1.01707,0.295072,0.142384,0.409189,0.163098,3.09846,0.13224,0.312818,0.463334,0.188224,0.189316,0.136989,1.88593,2.03268,0.935093,1.82272,1.22299,0.394453,0.289268,0.28784,0.358736,0.299083,0.149278,0.085565,0.183152,0.170803,0.238905,0.289545,0.424337,0.394647,0.428481,0.14679,0.171943,0.215071,1
769.436,80.1105,81.3525,81.1821,0.475399,0.635702,27.5628,60.8146,59.7723,53.5606,52.1708,52.0627,0.474572,0.395639,1.04201,0.429323,0.125321,0.398926,0.177885,3.0033,0.125689,0.463334,0.367908,0.316457,0.136989,0.230893,2.03268,1.92272,0.892059,1.98876,1.29855,0.326299,0.383146,0.227638,0.299083,0.406089,0.169043,0.183152,0.170803,0.238905,0.24678,0.107492,0.40822,0.428481,0.422692,0.171943,0.171785,0.207479,1
770.945,80.6284,81.1821,80.3216,0.981074,0.825199,27.7342,60.4372,58.3137,54.0404,52.0627,52.5147,0.278254,0.241412,1.08901,0.571938,0.077783,0.508165,0.210061,3.28242,0.14593,0.367908,0.415694,0.189316,0.230893,0.221329,1.92272,1.77912,1.10083,1.84743,1.49723,0.375744,0.308861,0.180135,0.406089,0.346087,0.193421,0.170803,0.238905,0.24678,0.237276,0.255562,0.298779,0.422692,0.394841,0.171785,0.154961,0.233233,1
771.776,80.1485,80.3216,79.3689,0.793309,0.692716,28.0612,59.7723,60.6063,52.1708,52.5147,52.5588,0.292,0.400138,0.900478,0.331043,0.131695,0.452157,0.21218,2.76268,0.265191,0.415694,0.386697,0.136989,0.221329,0.139921,1.77912,1.95407,1.18576,1.81431,1.42451,0.315799,0.240151,0.292851,0.346087,0.3759,0.113005,0.238905,0.24678,0.237276,0.289545,0.108794,0.417055,0.394841,0.376802,0.154961,0.121404,0.234429,1
772.436,80.3956,79.3689,78.4721,0.859683,0.569143,28.2834,58.3137,60.2875,52.0627,52.5588,52.7355,0.472564,0.150225,0.863959,0.276258,0.103566,0.463169,0.213501,2.81322,0.075017,0.386697,0.411744,0.230893,0.139921,0.232223,1.95407,1.99596,0.820481,1.96447,1.5084,0.418206,0.421232,0.275446,0.3759,0.351634,0.136586,0.24678,0.237276,0.289545,0.107492,0.188452,0.400295,0.376802,0.333658,0.121404,0.215813,0.230788,1
771.846,81.3525,78.4721,79.5612,0.483476,0.571924,28.3172,60.6063,59.6233,52.5147,52.7355,52.404,0.359681,0.282426,0.89239,0.506331,0.062412,0.477252,0.223726,3.05004,0.125138,0.411744,0.484521,0.221329,0.232223,0.265524,1.99596,2.10509,1.13505,1.86698,1.45796,0.310105,0.33818,0.224994,0.351634,0.319506,0.09017,0.237276,0.289545,0.107492,0.255562,0.274309,0.333666,0.333658,0.444696,0.215813,0.14023,0.256425,1
771.532,81.1821,79.5612,80.5383,1.08478,0.647198,27.6838,60.2875,59.6026,52.5588,52.404,53.396,0.363727,0.195477,0.975368,0.295533,0.084164,0.409977,0.149965,2.72617,0.262119,0.484521,0.362253,0.139921,0.265524,0.21864,2.10509,1.87218,0.790263,1.83258,1.48919,0.373337,0.175675,0.293893,0.319506,0.343821,0.13022,0.289545,0.107492,0.255562,0.108794,0.157362,0.40737,0.444696,0.357634,0.14023,0.165842,0.241853,1
770.143,80.3216,80.5383,78.3124,0.781521,0.808906,28.4926,59.6233,59.1419,52.7355,53.396,52.2744,0.412992,0.351965,1.02566,0.215001,0.099255,0.477425,0.138476,3.01398,0.173029,0.362253,0.498403,0.232223,0.21864,0.274391,1.87218,1.84044,0.962261,1.98093,1.39258,0.26578,0.409775,0.361896,0.343821,0.289847,0.225758,0.107492,0.255562,0.108794,0.188452,0.320812,0.344471,0.357634,0.37378,0.165842,0.156159,0.226509,1
770.416,79.3689,78.3124,80.7188,1.07743,0.48783,27.9733,59.6026,58.4519,52.404,52.2744,51.7514,0.448466,0.16468,0.962832,0.316441,0.071087,0.579677,0.182123,3.17732,0.260607,0.498403,0.376961,0.265524,0.274391,0.149538,1.84044,2.08406,1.25015,1.93197,1.63723,0.348714,0.444236,0.223093,0.289847,0.241356,0.087144,0.255562,0.108794,0.188452,0.274309,0.075106,0.371144,0.37378,0.411803,0.156159,0.116318,0.162326,1
771.801,78.4721,80.7188,79.8753,0.635405,0.758578,27.6921,59.1419,58.1203,53.396,51.7514,51.9055,0.287158,0.226722,1.08562,0.181582,0.187122,0.432426,0.19453,3.07955,0.176866,0.376961,0.369803,0.21864,0.149538,0.248409,2.08406,1.96787,1.04872,1.95741,1.50799,0.333677,0.361118,0.210252,0.241356,0.289067,0.142587,0.108794,0.188452,0.274309,0.157362,0.218394,0.363541,0.411803,0.377595,0.116318,0.222724,0.178575,1
771.499,79.5612,79.8753,81.3077,0.586327,0.751186,27.5007,58.4519,58.4263,52.2744,51.9055,51.276,0.352136,0.076211,0.827416,0.33233,0.136775,0.426471,0.228443,3.12071,0.125964,0.369803,0.363034,0.274391,0.248409,0.159503,1.96787,2.13708,0.822204,1.73677,1.61787,0.236632,0.394435,0.221862,0.289067,0.257036,0.152561,0.188452,0.274309,0.157362,0.320812,0.328313,0.36042,0.377595,0.366731,0.222724,0.129545,0.216985,1
770.554,80.5383,81.3077,79.6971,1.17238,0.723771,27.7735,58.1203,59.3163,51.7514,51.276,51.3853,0.329291,0.116252,0.954506,0.30183,0.041419,0.522391,0.151588,3.00471,0.173021,0.363034,0.342231,0.149538,0.159503,0.29663,2.13708,1.61704,1.05069,1.85163,1.32875,0.359474,0.231585,0.171231,0.257036,0.290181,0.223903,0.274309,0.157362,0.320812,0.075106,0.267393,0.390089,0.366731,0.526299,0.129545,0.230198,0.273926,1
770.525,78.3124,79.6971,80.2156,0.749232,0.723127,26.9988,58.4263,58.5788,51.9055,51.3853,50.2884,0.278817,0.166046,0.989313,0.276526,0.132888,0.466968,0.222129,2.9512,0.164387,0.342231,0.411632,0.248409,0.29663,0.287541,1.61704,1.97752,0.553702,2.0527,1.45644,0.348258,0.2192,0.145313,0.290181,0.255472,0.108625,0.157362,0.320812,0.075106,0.218394,0.172412,0.385724,0.526299,0.389118,0.230198,0.222823,0.239308,1
770.896,80.7188,80.2156,78.6445,0.576792,0.502894,27.1871,59.3163,59.4313,51.276,50.2884,51.0523,0.507323,0.243734,1.17504,0.374304,0.122073,0.422122,0.164059,2.9626,0.104786,0.411632,0.347611,0.159503,0.287541,0.401787,1.97752,1.95092,1.10455,1.75164,1.50446,0.292489,0.384546,0.327215,0.255472,0.312576,0.166794,0.320812,0.075106,0.218394,0.328313,0.275653,0.340809,0.389118,0.425498,0.222823,0.134414,0.30079,1
772.109,79.8753,78.6445,78.9224,0.621345,0.769825,27.4157,58.5788,57.687,51.3853,51.0523,50.4683,0.415921,0.232753,0.964738,0.343983,0.093475,0.41542,0.111348,2.82892,0.220681,0.347611,0.482109,0.29663,0.401787,0.157352,1.95092,1.81047,0.934217,1.87034,1.57464,0.401966,0.257793,0.318524,0.312576,0.335013,0.133397,0.075106,0.218394,0.328313,0.267393,0.266454,0.300891,0.425498,0.410361,0.134414,0.184651,0.229617,1
773.158,81.3077,78.9224,79.3071,0.914833,0.50885,28.2849,59.4313,58.7827,50.2884,50.4683,50.1157,0.452347,0.269879,0.984067,0.222591,0.218987,0.433758,0.094499,2.84015,0.182373,0.482109,0.424022,0.287541,0.157352,0.304271,1.81047,1.97493,1.08234,1.71535,1.4888,0.390053,0.389482,0.222617,0.335013,0.381388,0.108611,0.218394,0.328313,0.267393,0.172412,0.250828,0.382573,0.410361,0.410741,0.184651,0.116134,0.19627,1
773.154,79.6971,79.3071,78.9543,0.648565,0.42424,27.6004,57.687,59.4497,51.0523,50.1157,49.7392,0.25968,0.321447,0.981004,0.376977,0.105133,0.367282,0.180908,2.94542,0.069934,0.424022,0.368476,0.401787,0.304271,0.29711,1.97493,1.98025,0.705989,1.7612,1.346,0.426029,0.324798,0.235774,0.381388,0.39455,0.256726,0.328313,0.267393,0.172412,0.275653,0.158075,0.321597,0.410741,0.33625,0.116134,0.178371,0.259951,1
773.561,80.2156,78.9543,79.4614,0.921368,0.807656,27.5067,58.7827,58.2744,50.4683,49.7392,50.7748,0.395613,0.133901,1.23987,0.324444,0.100011,0.452521,0.104584,3.14825,0.226619,0.368476,0.307418,0.157352,0.29711,0.330575,1.98025,1.70497,1.09883,1.99929,1.28426,0.232509,0.25318,0.136478,0.39455,0.290087,0.122905,0.267393,0.172412,0.275653,0.266454,0.291743,0.384932,0.33625,0.409627,0.178371,0.146031,0.266189,1
773.794,78.6445,79.4614,78.9584,0.644394,0.729089,27.9084,59.4497,58.0318,50.1157,50.7748,50.2826,0.280457,0.283835,1.03068,0.210854,0.039771,0.391553,0.212847,2.99976,0.047284,0.307418,0.489903,0.304271,0.330575,0.210761,1.70497,1.90849,0.94674,2.12112,1.69435,0.397347,0.296114,0.288351,0.290087,0.277714,0.284038,0.172412,0.275653,0.266454,0.250828,0.218717,0.335489,0.409627,0.519953,0.146031,0.185119,0.21869,1
773.429,78.9224,78.9584,78.2415,0.510732,0.634351,27.2111,58.2744,59.3312,49.7392,50.2826,49.996,0.307092,0.199081,1.06504,0.234598,0.079022,0.303649,0.121045,3.08692,0.045855,0.489903,0.359968,0.29711,0.210761,0.266053,1.90849,1.73262,1.06123,1.93541,1.3732,0.398709,0.429458,0.222434,0.277714,0.297995,0.175964,0.275653,0.266454,0.250828,0.158075,0.283749,0.315499,0.519953,0.39985,0.185119,0.214825,0.2685,1
772.386,79.3071,78.2415,79.321,0.661554,0.659885,28.2214,58.0318,58.7146,50.7748,49.996,50.7344,0.33054,0.252981,1.28033,0.495373,0.149394,0.308318,0.161512,2.91332,0.153296,0.359968,0.427153,0.330575,0.266053,0.233702,1.73262,1.95233,0.863572,1.79041,1.31963,0.345749,0.397725,0.24396,0.297995,0.334611,0.175792,0.266454,0.250828,0.158075,0.291743,0.236388,0.342161,0.39985,0.550901,0.214825,0.211135,0.202078,1
773.756,78.9543,79.321,79.5715,0.766788,0.531985,27.9665,59.3312,56.9535,50.2826,50.7344,50.5075,0.379148,0.138567,0.887732,0.476189,0.118547,0.401376,0.171861,2.68569,0.203587,0.427153,0.315767,0.210761,0.233702,0.232689,1.95233,1.95018,1.10801,1.82516,1.41106,0.454824,0.39458,0.184408,0.334611,0.19009,0.161083,0.250828,0.158075,0.291743,0.218717,0.079518,0.44095,0.550901,0.433261,0.211135,0.13187,0.350111,1
