@relation 'emotion-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute 'CO2 0' numeric
@attribute 'm33.0335 0' numeric
@attribute 'm33.0335 4' numeric
@attribute 'm33.0335 5' numeric
@attribute 'm34.0372 4' numeric
@attribute 'm35.0385 4' numeric
@attribute 'm43.0178 0' numeric
@attribute 'm45.0335 0' numeric
@attribute 'm45.0335 2' numeric
@attribute 'm47.0491 0' numeric
@attribute 'm47.0491 2' numeric
@attribute 'm47.0491 3' numeric
@attribute 'm48.0071 5' numeric
@attribute 'm59.9293 0' numeric
@attribute 'm63.0263 2' numeric
@attribute 'm63.0457 1' numeric
@attribute 'm64.9278 6' numeric
@attribute 'm65.0603 3' numeric
@attribute 'm71.0157 8' numeric
@attribute 'm71.0855 1' numeric
@attribute 'm72.9853 3' numeric
@attribute 'm84.0920 6' numeric
@attribute 'm84.0920 7' numeric
@attribute 'm89.0271 0' numeric
@attribute 'm89.0271 2' numeric
@attribute 'm89.0271 3' numeric
@attribute 'm89.0597 2' numeric
@attribute 'm89.0597 3' numeric
@attribute 'm95.0158 0' numeric
@attribute 'm97.0296 3' numeric
@attribute 'm97.1012 1' numeric
@attribute 'm99.0440 4' numeric
@attribute 'm100.9380 9' numeric
@attribute 'm105.0342 0' numeric
@attribute 'm111.0800 0' numeric
@attribute 'm111.0800 1' numeric
@attribute 'm113.1425 2' numeric
@attribute 'm120.9533 0' numeric
@attribute 'm120.9533 1' numeric
@attribute 'm120.9533 2' numeric
@attribute 'm120.9533 3' numeric
@attribute 'm120.9533 6' numeric
@attribute 'm136.1310 1' numeric
@attribute 'm148.9709 6' numeric
@attribute 'm148.9709 7' numeric
@attribute 'm149.1000 8' numeric
@attribute 'm149.1000 9' numeric
@attribute 'm153.1274 0' numeric
@attribute target {0,1}

@data
1057.39,89.2383,88.6184,91.0801,0.558998,0.758372,42.4497,55.2881,53.4117,69.016,67.7654,69.5255,0.459412,0.266107,1.15505,0.869889,0.072191,1.2392,0.098306,2.37578,0.20931,0.719998,0.693011,0.508905,0.339637,0.501153,1.59745,1.53526,0.960271,1.67823,1.60253,0.411384,0.205697,0.254798,0.358873,0.452199,0.176422,0.122827,0.128105,0.085398,0.111032,0.044043,0.238897,0.34318,0.415546,0.204727,0.159168,0.848671,1
1065.02,89.4182,91.0801,87.4181,0.791352,0.891861,44.6971,53.6886,54.2364,70.3809,69.5255,69.7593,0.439259,0.095188,0.876264,1.03619,0.139043,1.08252,0.087087,2.59682,0.322735,0.693011,0.722934,0.495267,0.501153,0.452689,1.53526,1.70851,1.06325,1.51811,1.48151,0.379413,0.188652,0.355029,0.452199,0.483417,0.180228,0.128105,0.085398,0.111032,0.162566,0.135857,0.281597,0.415546,0.363722,0.159168,0.199328,0.748052,1
1071.44,88.7553,87.4181,87.4234,0.967519,0.79601,43.8241,53.4117,54.9557,67.7654,69.7593,70.6379,0.430955,0.066977,1.41755,1.28141,0.179312,0.924175,0.114718,2.3854,0.221845,0.722934,0.635221,0.339637,0.452689,0.55159,1.70851,1.55748,1.11726,1.5215,1.41237,0.455648,0.187036,0.39968,0.483417,0.471685,0.165937,0.085398,0.111032,0.162566,0.094146,0.096366,0.199584,0.363722,0.405702,0.199328,0.245788,0.889636,1
1076.26,88.9595,87.4234,87.5327,0.797407,0.599734,44.51,54.2364,52.7086,69.5255,70.6379,67.9025,0.36606,0.192175,1.00466,0.701882,0.168824,1.14808,0.111204,2.76726,0.247871,0.635221,0.763946,0.501153,0.55159,0.343998,1.55748,1.8247,1.07736,1.33536,1.48317,0.436261,0.174078,0.384413,0.471685,0.27858,0.23516,0.111032,0.162566,0.094146,0.044043,0.056436,0.123569,0.405702,0.343946,0.245788,0.168654,0.935482,1
1080.91,88.6184,87.5327,86.8062,0.768653,0.728407,43.9757,54.9557,55.0226,69.7593,67.9025,68.133,0.598597,0.089464,1.17376,0.75912,0.111691,1.04484,0.130174,2.44523,0.171237,0.763946,0.732802,0.452689,0.343998,0.49976,1.8247,1.83825,0.962224,1.30704,1.78238,0.410381,0.114866,0.151177,0.27858,0.34207,0.354903,0.162566,0.094146,0.044043,0.135857,0.076642,0.197265,0.343946,0.450462,0.168654,0.304884,0.911063,1
1081.98,91.0801,86.8062,86.434,0.874458,0.729888,44.0654,52.7086,54.4135,70.6379,68.133,65.6275,0.502559,0.191941,1.1697,0.836865,0.070336,1.17291,0.006238,2.67452,0.245896,0.732802,0.576188,0.55159,0.49976,0.404799,1.83825,1.51102,1.11243,1.52944,1.5134,0.466492,0.181112,0.357563,0.34207,0.29662,0.283826,0.094146,0.044043,0.135857,0.096366,0.115731,0.258418,0.450462,0.453665,0.304884,0.329786,0.873567,1
1080.15,87.4181,86.434,87.9428,0.936361,0.724509,44.1943,55.0226,53.475,67.9025,65.6275,66.5268,0.615039,0.151474,0.994902,0.47395,0.134707,1.25884,0.086194,2.85219,0.328651,0.576188,0.599362,0.343998,0.404799,0.424832,1.51102,1.98615,1.26393,1.85282,1.46604,0.502404,0.249937,0.215797,0.29662,0.390585,0.310563,0.044043,0.135857,0.096366,0.056436,0.082707,0.198804,0.453665,0.408944,0.329786,0.24829,1.02058,1
1075.26,87.4234,87.9428,87.2935,0.660351,0.836056,43.7748,54.4135,52.3365,68.133,66.5268,65.0123,0.463697,0.14892,1.23726,0.827652,0.094874,0.921885,0.200552,2.72947,0.318153,0.599362,0.681722,0.49976,0.424832,0.538139,1.98615,2.04851,1.21959,1.60667,1.30185,0.531874,0.16126,0.309569,0.390585,0.388693,0.195105,0.135857,0.096366,0.056436,0.076642,0.125318,0.182708,0.408944,0.374856,0.24829,0.280651,1.03074,1
1070.27,87.5327,87.2935,88.4068,1.06345,0.721374,44.4383,53.475,53.1858,65.6275,65.0123,65.4702,0.428473,0.296404,0.865688,0.474271,0.174489,0.86504,0.254052,2.6461,0.269118,0.681722,0.484162,0.404799,0.538139,0.415174,2.04851,1.87571,1.10935,1.65316,1.45939,0.400049,0.169064,0.320379,0.388693,0.395593,0.205901,0.096366,0.056436,0.076642,0.115731,0.144547,0.184706,0.374856,0.416651,0.280651,0.287823,1.04515,1
1062.91,86.8062,88.4068,85.4433,0.774775,0.586457,42.1059,52.3365,53.0469,66.5268,65.4702,66.8936,0.314237,0.038704,1.12057,1.03546,0.158775,1.03089,0.173623,2.36524,0.246416,0.484162,0.687007,0.424832,0.415174,0.403055,1.87571,1.6975,1.08165,1.47273,1.4504,0.465533,0.199628,0.252004,0.395593,0.373014,0.213987,0.056436,0.076642,0.115731,0.082707,0.073561,0.243777,0.416651,0.414081,0.287823,0.32504,1.20382,1
1057.99,86.434,85.4433,86.0682,0.437567,0.535604,44.4078,53.1858,55.1594,65.0123,66.8936,66.6889,0.325155,0.126904,1.33651,0.816372,0.093387,1.1642,0.185862,2.54732,0.146519,0.687007,0.507276,0.538139,0.403055,0.350836,1.6975,1.63876,1.14857,1.47294,1.4316,0.580438,0.16658,0.452672,0.373014,0.450641,0.225257,0.076642,0.115731,0.082707,0.125318,0.106532,0.238035,0.414081,0.382069,0.32504,0.276822,1.06588,1
1054.83,87.9428,86.0682,87.6097,1.14403,0.700941,44.374,53.0469,54.165,65.4702,66.6889,65.2338,0.55982,0.189238,1.07534,0.965468,0.141329,0.977265,0.224466,2.64795,0.213588,0.507276,0.642907,0.415174,0.350836,0.411376,1.63876,1.18408,1.39944,1.63083,1.47316,0.451172,0.154561,0.361029,0.450641,0.407152,0.098357,0.115731,0.082707,0.125318,0.144547,0.083217,0.1536,0.382069,0.359656,0.276822,0.315232,1.14106,1
1055.1,87.2935,87.6097,84.823,1.00453,0.746755,43.2494,55.1594,52.1233,66.8936,65.2338,65.0465,0.406483,0.046934,1.23894,0.919294,0.166666,1.10022,0.130421,2.22934,0.134837,0.642907,0.559923,0.403055,0.411376,0.470808,1.18408,1.80443,1.08591,1.42313,1.55488,0.54795,0.20449,0.333685,0.407152,0.308779,0.186627,0.082707,0.125318,0.144547,0.073561,0.067637,0.225759,0.359656,0.378384,0.315232,0.36197,1.06919,1
1057.23,88.4068,84.823,86.576,1.11863,0.798469,43.4876,54.165,52.2808,66.6889,65.0465,66.7681,0.414637,0.185561,1.12585,0.789942,0.033465,0.801542,0.087077,2.52512,0.203058,0.559923,0.539366,0.350836,0.470808,0.374086,1.80443,1.73187,1.09758,1.52345,1.46585,0.42602,0.155146,0.3583,0.308779,0.359705,0.120099,0.125318,0.144547,0.073561,0.106532,0.169761,0.171039,0.378384,0.393405,0.36197,0.259221,1.21897,1
1054.89,85.4433,86.576,88.4892,1.34276,0.956544,44.316,52.1233,51.5305,65.2338,66.7681,70.5466,0.595396,0.164294,1.18672,0.70833,0.096336,0.974915,0.080297,2.50236,0.282566,0.539366,0.635626,0.411376,0.374086,0.486046,1.73187,1.65544,0.817257,1.58936,1.51217,0.552172,0.168149,0.308368,0.359705,0.371698,0.203663,0.144547,0.073561,0.106532,0.083217,0.100608,0.214115,0.393405,0.426356,0.259221,0.179191,1.08882,1
1049.48,86.0682,88.4892,88.5636,0.95278,0.760905,43.2535,52.2808,52.6348,65.0465,70.5466,69.6103,0.383882,0.230903,0.84496,0.868591,0.186961,1.24488,0.289813,2.37765,0.24204,0.635626,0.808095,0.470808,0.486046,0.488522,1.65544,1.81051,1.03303,1.53014,1.55118,0.448397,0.176534,0.243365,0.371698,0.397477,0.10374,0.073561,0.106532,0.083217,0.067637,0.209884,0.240185,0.426356,0.392141,0.179191,0.262646,1.09642,1
1048.48,87.6097,88.5636,87.1103,0.328406,0.709358,43.5212,51.5305,53.6421,66.7681,69.6103,71.1313,0.572887,0.131416,1.22439,0.661702,0.119042,1.03294,0.046565,2.48941,0.324804,0.808095,0.551592,0.374086,0.488522,0.402539,1.81051,1.76151,1.09982,1.67647,1.41139,0.396529,0.121979,0.368821,0.397477,0.432114,0.181403,0.106532,0.083217,0.067637,0.169761,0.053978,0.229105,0.392141,0.281983,0.262646,0.302044,1.23498,0
1050.1,84.823,87.1103,86.6993,1.00959,0.693276,43.0518,52.6348,52.9894,70.5466,71.1313,71.9023,0.413416,0.103103,1.12284,0.63975,0.126566,0.927795,0.100507,2.38946,0.227021,0.551592,0.636527,0.486046,0.402539,0.445785,1.76151,1.90239,0.912043,1.96282,1.36504,0.606631,0.129417,0.385253,0.432114,0.313324,0.152692,0.083217,0.067637,0.169761,0.100608,0.094775,0.251044,0.281983,0.373115,0.302044,0.250211,1.10275,0
1049.59,86.576,86.6993,87.2262,1.18535,0.691139,45.7314,53.6421,54.4198,69.6103,71.9023,69.5696,0.370335,0.146591,0.98812,0.825994,0.096381,1.03737,0.217649,2.44775,0.251187,0.636527,0.485382,0.488522,0.445785,0.580007,1.90239,1.55439,1.35038,1.95955,1.49213,0.426093,0.081444,0.315911,0.313324,0.247569,0.163598,0.067637,0.169761,0.100608,0.209884,0.112972,0.223919,0.373115,0.490058,0.250211,0.229931,0.952069,0
1050.26,88.4892,87.2262,84.9667,0.684493,0.752663,42.8862,52.9894,53.4049,71.1313,69.5696,70.174,0.364382,0.099322,0.932617,1.00794,0.096945,0.998212,0.062258,2.37961,0.16432,0.485382,0.636922,0.402539,0.580007,0.411813,1.55439,1.65761,1.18195,1.74331,1.61179,0.292503,0.123473,0.384436,0.247569,0.306892,0.165486,0.169761,0.100608,0.209884,0.053978,0.144166,0.24603,0.490058,0.488604,0.229931,0.285803,0.907727,1
1048.72,88.5636,84.9667,87.5228,1.41578,0.684897,43.7354,54.4198,52.4198,71.9023,70.174,69.6511,0.554332,0.175234,0.908142,1.01438,0.164263,0.989967,0.011094,2.68308,0.216562,0.636922,0.625416,0.445785,0.411813,0.473535,1.65761,1.8317,1.18825,1.56068,1.5065,0.637111,0.274731,0.236983,0.306892,0.473556,0.288179,0.100608,0.209884,0.053978,0.094775,0.08246,0.217698,0.488604,0.267147,0.285803,0.226767,1.06045,0
1048.54,87.1103,87.5228,88.4511,1.07861,0.804612,44.7469,53.4049,56.1298,69.5696,69.6511,68.2236,0.56982,0.05249,0.886592,0.765803,0.065563,1.05445,0.178782,2.35602,0.316545,0.625416,0.475887,0.580007,0.473535,0.399306,1.8317,1.73962,1.22759,1.69877,1.53165,0.537668,0.226846,0.362598,0.473556,0.322399,0.174401,0.209884,0.053978,0.094775,0.112972,0.175683,0.218467,0.267147,0.311018,0.226767,0.162007,0.986296,0
1049.33,86.6993,88.4511,88.9978,1.0185,0.628829,44.135,52.4198,54.2869,70.174,68.2236,67.0603,0.355741,0.163648,0.580275,0.867787,0.070196,1.17215,0.058073,2.21301,0.15265,0.475887,0.511821,0.411813,0.399306,0.446537,1.73962,1.5463,1.213,1.89998,1.54173,0.426898,0.149576,0.416393,0.322399,0.391681,0.212512,0.053978,0.094775,0.112972,0.144166,0.110974,0.294756,0.311018,0.403149,0.162007,0.318064,0.92947,0
1048.66,87.2262,88.9978,86.8334,0.980983,0.87052,44.54,56.1298,53.4986,69.6511,67.0603,65.8188,0.338239,0.136656,1.18998,0.87342,0.048256,1.22223,0.00597,2.52434,0.170526,0.511821,0.675373,0.473535,0.446537,0.29612,1.5463,1.84508,1.1863,1.69267,1.70636,0.433634,0.165658,0.225914,0.391681,0.409068,0.186723,0.094775,0.112972,0.144166,0.08246,0.106663,0.214078,0.403149,0.368759,0.318064,0.181347,0.948451,0
1048.41,84.9667,86.8334,86.6432,0.828949,0.638103,42.839,54.2869,53.9895,68.2236,65.8188,64.8244,0.504243,0.054363,1.08075,0.683639,0.103185,0.96837,0.035344,2.49569,0.312732,0.675373,0.602321,0.399306,0.29612,0.529463,1.84508,1.63909,0.922661,1.8932,1.44439,0.459953,0.123123,0.263498,0.409068,0.411968,0.247356,0.112972,0.144166,0.08246,0.175683,0.09267,0.254225,0.368759,0.388397,0.181347,0.238864,0.942918,1
1049.55,87.5228,86.6432,86.9314,0.746253,0.435302,43.9903,53.4986,53.3933,67.0603,64.8244,68.5293,0.397834,0.135645,1.35001,0.787475,0.134088,0.894744,0.108227,2.38678,0.266038,0.602321,0.455947,0.446537,0.529463,0.411261,1.63909,1.62382,1.1815,1.94709,1.51825,0.371071,0.265068,0.311772,0.411968,0.250748,0.249709,0.144166,0.08246,0.175683,0.110974,0.071366,0.353867,0.388397,0.407177,0.238864,0.238899,0.872482,0
1051.87,88.4511,86.9314,90.6547,0.708607,0.672603,44.4264,53.9895,54.6013,65.8188,68.5293,66.1328,0.476177,0.121498,1.0452,0.769029,0.101995,1.24139,0.184526,2.44554,0.225965,0.455947,0.747917,0.29612,0.411261,0.491341,1.62382,1.41158,1.23419,1.74863,1.40707,0.47033,0.112886,0.325336,0.250748,0.322493,0.138283,0.08246,0.175683,0.110974,0.106663,0.151511,0.277316,0.407177,0.374879,0.238899,0.284682,0.955795,1
1055.47,88.9978,90.6547,86.3466,1.60517,0.696927,44.2526,53.3933,52.7547,64.8244,66.1328,65.3507,0.411398,0.208598,0.899212,0.674344,0.14149,1.11565,0.220677,2.43955,0.219511,0.747917,0.580889,0.529463,0.491341,0.342673,1.41158,1.53361,1.22851,1.83133,1.31058,0.538172,0.108072,0.235393,0.322493,0.478812,0.186448,0.175683,0.110974,0.106663,0.09267,0.076128,0.184382,0.374879,0.325765,0.284682,0.292398,0.987789,1
1060.52,86.8334,86.3466,89.3791,1.24229,0.650828,44.4245,54.6013,54.1239,68.5293,65.3507,65.697,0.296259,0.267131,1.14803,1.21057,0.181072,1.10373,0.120664,2.65785,0.234604,0.580889,0.600478,0.411261,0.342673,0.414369,1.53361,1.80655,1.12008,1.89295,1.58855,0.509933,0.249405,0.204924,0.478812,0.454163,0.179568,0.110974,0.106663,0.09267,0.071366,0.062545,0.275068,0.325765,0.3922,0.292398,0.149454,1.05251,1
1064.65,86.6432,89.3791,87.6318,0.563386,0.694466,44.2389,52.7547,53.408,66.1328,65.697,65.1033,0.659795,0.040796,1.14099,0.660882,0.163777,0.835416,0.220668,2.41306,0.26363,0.600478,0.6165,0.491341,0.414369,0.510788,1.80655,1.7631,1.12087,2.00143,1.75378,0.328121,0.16693,0.30512,0.454163,0.432321,0.19986,0.106663,0.09267,0.071366,0.151511,0.124061,0.183656,0.3922,0.288698,0.149454,0.213652,1.13586,1
1069.38,86.9314,87.6318,86.3542,1.34054,0.738151,44.2314,54.1239,54.3788,65.3507,65.1033,65.8498,0.482722,0.08614,1.0735,0.718936,0.105216,1.08827,0.047407,2.44478,0.191058,0.6165,0.56202,0.342673,0.510788,0.510972,1.7631,1.98141,1.10324,1.92436,1.40093,0.50039,0.14806,0.456593,0.432321,0.349217,0.18692,0.09267,0.071366,0.151511,0.076128,0.14418,0.161089,0.288698,0.355926,0.213652,0.332932,0.808758,1
1067.78,90.6547,86.3542,87.8451,0.546942,0.73146,43.715,53.408,54.9496,65.697,65.8498,65.4547,0.249506,0.161519,1.20519,0.844355,0.183307,0.917964,0.078238,2.13219,0.111812,0.56202,0.687955,0.414369,0.510972,0.539868,1.98141,1.83456,1.22975,1.57117,1.36176,0.489349,0.17316,0.223243,0.349217,0.31908,0.231059,0.071366,0.151511,0.076128,0.062545,0.124081,0.230305,0.355926,0.37971,0.332932,0.218839,0.973989,1
1063.16,86.3466,87.8451,86.5413,0.990256,0.941753,45.1408,54.3788,55.5942,65.1033,65.4547,62.9577,0.547019,0.083984,1.11902,0.81202,0.084794,1.15267,0.036235,2.46765,0.282003,0.687955,0.538923,0.510788,0.539868,0.642774,1.83456,1.71271,1.30978,1.84775,1.59233,0.427382,0.183926,0.553883,0.31908,0.258258,0.185785,0.151511,0.076128,0.062545,0.124061,0.151015,0.231856,0.37971,0.417274,0.218839,0.307527,0.864633,1
1059.09,89.3791,86.5413,84.9079,1.18778,0.687514,43.5593,54.9496,52.9849,65.8498,62.9577,64.6816,0.371069,0.114115,0.981139,0.674024,0.107127,0.947568,0.101881,2.23915,0.274001,0.538923,0.538813,0.510972,0.642774,0.436395,1.71271,1.68778,1.09606,1.69353,1.45881,0.456103,0.145354,0.404864,0.258258,0.296581,0.230345,0.076128,0.062545,0.124061,0.14418,0.187211,0.253447,0.417274,0.378602,0.307527,0.300104,0.964829,1
1054.88,87.6318,84.9079,88.4119,0.831033,0.825538,43.1363,55.5942,54.0069,65.4547,64.6816,62.6816,0.349462,0.179324,1.1073,0.878318,0.195175,1.17599,0.127649,2.10867,0.370284,0.538813,0.683121,0.539868,0.436395,0.403885,1.68778,1.8741,1.07048,1.84328,1.4526,0.458217,0.169798,0.359449,0.296581,0.337093,0.180272,0.062545,0.124061,0.14418,0.124081,0.116957,0.203509,0.378602,0.498099,0.300104,0.251281,0.995452,1
1052.57,86.3542,88.4119,85.8227,0.637945,0.595174,43.7172,52.9849,51.5291,62.9577,62.6816,62.094,0.333903,0.096284,1.36853,0.704981,0.155252,0.797064,0.133376,2.27599,0.186869,0.683121,0.587914,0.642774,0.403885,0.503027,1.8741,1.59236,0.965698,1.74004,1.4784,0.538667,0.095294,0.436605,0.337093,0.398953,0.160418,0.124061,0.14418,0.124081,0.151015,0.095925,0.182798,0.498099,0.346433,0.251281,0.284751,0.981999,1
1050.2,87.8451,85.8227,89.3836,1.0525,0.674324,43.5053,54.0069,52.6678,64.6816,62.094,62.5935,0.423517,0.210176,1.24591,0.821851,0.14186,0.927679,0.24329,2.27499,0.137111,0.587914,0.628793,0.436395,0.503027,0.577193,1.59236,1.64095,1.08643,2.07693,1.44357,0.357382,0.246498,0.278269,0.398953,0.288039,0.144033,0.14418,0.124081,0.151015,0.187211,0.13665,0.181842,0.346433,0.378551,0.284751,0.215223,1.09072,1
1047.53,86.5413,89.3836,87.3206,1.28504,0.695703,44.2928,51.5291,53.3677,62.6816,62.5935,62.2863,0.52548,0.169208,1.11223,0.587748,0.129818,1.12397,0.075229,2.37838,0.067823,0.628793,0.525811,0.403885,0.577193,0.465,1.64095,1.68918,1.15368,1.98611,1.60015,0.428645,0.212306,0.327132,0.288039,0.375041,0.185262,0.124081,0.151015,0.187211,0.116957,0.075872,0.173746,0.378551,0.361798,0.215223,0.256374,0.751074,1
1046.56,84.9079,87.3206,86.939,1.44853,0.749853,44.1347,52.6678,53.9981,62.094,62.2863,64.3193,0.487004,0.078671,1.43133,0.941356,0.10158,0.942163,0.206836,2.09437,0.177785,0.525811,0.516704,0.503027,0.465,0.487507,1.68918,1.61914,1.05449,2.06556,1.45807,0.421807,0.19197,0.185405,0.375041,0.49234,0.162638,0.151015,0.187211,0.116957,0.095925,0.18859,0.279782,0.361798,0.396545,0.256374,0.221263,0.960718,1
1046.55,88.4119,86.939,89.1932,0.810403,0.795563,43.3442,53.3677,52.9434,62.5935,64.3193,58.2428,0.427001,0.267827,1.16518,0.745524,0.223246,0.852951,0.133596,2.58054,0.318066,0.516704,0.492577,0.577193,0.487507,0.562056,1.61914,1.74767,1.22631,1.97773,1.46223,0.468184,0.166651,0.236682,0.49234,0.564773,0.156736,0.187211,0.116957,0.095925,0.13665,0.150772,0.1871,0.396545,0.312305,0.221263,0.365632,0.800092,0
1044.73,85.8227,89.1932,86.2343,0.59514,0.597871,42.9762,53.9981,52.667,62.2863,58.2428,62.5227,0.316646,0.170653,1.17436,0.797451,0.104986,0.901734,0.136926,2.14483,0.283103,0.492577,0.575325,0.465,0.562056,0.57046,1.74767,1.54117,1.10571,1.96527,1.1131,0.449807,0.17064,0.364762,0.564773,0.432862,0.29719,0.116957,0.095925,0.13665,0.075872,0.082766,0.191082,0.312305,0.299246,0.365632,0.341126,0.856282,0
1045.37,89.3836,86.2343,85.88,0.56174,0.789706,44.1206,52.9434,53.726,64.3193,62.5227,64.9438,0.500993,0.163844,1.00718,1.00458,0.03367,1.01976,0.125365,2.52945,0.309725,0.575325,0.606135,0.487507,0.57046,0.513879,1.54117,1.49244,1.00195,1.93638,1.3416,0.549145,0.129103,0.26221,0.432862,0.44055,0.174886,0.095925,0.13665,0.075872,0.18859,0.133703,0.253339,0.299246,0.393589,0.341126,0.211428,0.728733,0
1047.49,87.3206,85.88,88.9548,0.668873,0.569133,43.7119,52.667,54.7613,58.2428,64.9438,63.1748,0.555818,0.171777,1.03895,0.712557,0.205595,0.848245,0.124233,2.35099,0.209418,0.606135,0.715382,0.562056,0.513879,0.455302,1.49244,2.08509,1.06629,2.09486,1.47981,0.545272,0.11588,0.323845,0.44055,0.332621,0.154055,0.13665,0.075872,0.18859,0.150772,0.149788,0.21233,0.393589,0.369041,0.211428,0.133879,0.974809,1
1050.78,86.939,88.9548,88.3551,1.03205,0.549989,43.7659,53.726,52.9218,62.5227,63.1748,60.9071,0.416128,0.15109,1.26001,0.780386,0.07725,0.929065,0.215189,2.41652,0.168992,0.715382,0.609639,0.57046,0.455302,0.470819,2.08509,1.66887,1.31733,2.20736,1.21167,0.507459,0.144304,0.239454,0.332621,0.347734,0.178589,0.075872,0.18859,0.150772,0.082766,0.155494,0.347181,0.369041,0.286833,0.133879,0.272298,0.906529,1
1053.65,89.1932,88.3551,87.8009,1.35253,0.631483,42.7075,54.7613,52.4689,64.9438,60.9071,62.9087,0.469971,0.198715,1.14572,0.673294,0.079232,1.04824,0.176475,2.85688,0.238606,0.609639,0.816408,0.513879,0.470819,0.444969,1.66887,1.89207,1.1552,1.99594,1.52864,0.399161,0.097872,0.399842,0.347734,0.476343,0.147259,0.18859,0.150772,0.082766,0.133703,0.124668,0.205162,0.286833,0.300761,0.272298,0.247338,0.918206,1
1055.42,86.2343,87.8009,86.4137,0.796897,0.610702,43.7918,52.9218,54.037,63.1748,62.9087,61.1415,0.393939,0.067656,1.09584,0.794241,0.174708,1.16119,0.047115,2.06435,0.197876,0.816408,0.704023,0.455302,0.444969,0.52301,1.89207,1.79435,1.20937,1.89668,1.42621,0.580454,0.202062,0.402342,0.476343,0.562059,0.229295,0.150772,0.082766,0.133703,0.149788,0.13575,0.219325,0.300761,0.372833,0.247338,0.268321,0.692125,1
1055.09,85.88,86.4137,87.5756,0.759045,0.931807,44.347,52.4689,52.8143,60.9071,61.1415,63.3576,0.557256,0.0978,1.19961,0.869376,0.027332,0.931842,0.157581,2.56599,0.262389,0.704023,0.69069,0.470819,0.52301,0.521131,1.79435,1.44449,1.09431,1.93289,1.64353,0.44245,0.239138,0.456281,0.562059,0.54907,0.184591,0.082766,0.133703,0.149788,0.155494,0.106921,0.24399,0.372833,0.386495,0.268321,0.2938,0.872205,1
1053.99,88.9548,87.5756,87.1765,0.702448,0.835554,45.4554,54.037,53.283,62.9087,63.3576,63.3987,0.546485,0.038683,1.05237,0.755119,0.112082,0.931086,0.020224,2.76146,0.106505,0.69069,0.664949,0.444969,0.521131,0.508982,1.44449,1.7742,0.896097,1.74034,1.46087,0.349043,0.156458,0.213762,0.54907,0.294024,0.267694,0.133703,0.149788,0.155494,0.124668,0.110636,0.179788,0.386495,0.436541,0.2938,0.349478,0.833141,1
1051.16,88.3551,87.1765,86.4243,0.581477,0.679932,43.4208,52.8143,51.7696,61.1415,63.3987,63.2188,0.43171,0.230012,1.21638,0.722707,0.125445,0.917064,0.034214,2.50539,0.22811,0.664949,0.522809,0.52301,0.508982,0.453032,1.7742,1.55159,1.16969,1.46961,1.57931,0.563039,0.184329,0.23098,0.294024,0.353152,0.247413,0.149788,0.155494,0.124668,0.13575,0.115279,0.158161,0.436541,0.452887,0.349478,0.246882,0.92174,1
1046.56,87.8009,86.4243,86.8763,1.11027,0.7387,43.7696,53.283,54.5981,63.3576,63.2188,63.3752,0.367421,0.173066,1.23897,0.675901,0.146092,1.12794,0.063846,2.34167,0.304731,0.522809,0.632272,0.521131,0.453032,0.636791,1.55159,1.45451,0.890178,1.93715,1.73897,0.551515,0.183083,0.304305,0.353152,0.409182,0.12241,0.155494,0.124668,0.13575,0.106921,0.054116,0.270377,0.452887,0.423296,0.246882,0.243116,1.07242,0
1043.3,86.4137,86.8763,86.1343,1.08161,0.669262,42.7506,51.7696,53.1073,63.3987,63.3752,64.3092,0.324097,0.123268,1.24494,0.595148,0.10105,0.979845,0.111485,2.55278,0.324224,0.632272,0.685747,0.508982,0.636791,0.519126,1.45451,1.63702,1.2264,1.73316,1.38288,0.519891,0.217794,0.247707,0.409182,0.34337,0.265814,0.124668,0.13575,0.106921,0.110636,0.134282,0.252456,0.423296,0.339293,0.243116,0.177942,1.1428,0
1043.17,87.5756,86.1343,86.2589,0.565658,0.658898,42.0896,54.5981,53.8808,63.2188,64.3092,61.6601,0.302231,0.181648,1.10527,0.806063,0.036537,0.760735,0.203484,2.17981,0.194258,0.685747,0.56724,0.453032,0.519126,0.492803,1.63702,1.94817,0.97316,1.84466,1.44491,0.571245,0.135796,0.267303,0.34337,0.543567,0.188724,0.13575,0.106921,0.110636,0.115279,0.125525,0.210631,0.339293,0.491826,0.177942,0.309171,1.42318,0
1042.21,87.1765,86.2589,86.9104,0.816329,0.699957,42.3839,53.1073,53.5441,63.3752,61.6601,61.9973,0.50466,0.175817,1.23727,0.747736,0.177627,0.966683,0.014075,2.42188,0.157115,0.56724,0.581799,0.636791,0.492803,0.49184,1.94817,1.57382,0.919076,1.8541,1.59991,0.456495,0.14514,0.351,0.543567,0.372617,0.150482,0.106921,0.110636,0.115279,0.054116,0.135418,0.213142,0.491826,0.423762,0.309171,0.322032,1.8144,0
1043.52,86.4243,86.9104,87.9977,0.765167,0.680908,41.7718,53.8808,52.0297,64.3092,61.9973,60.9473,0.441404,0.016997,0.612617,0.911217,0.2491,1.02286,0.240011,2.29153,0.307866,0.581799,0.721899,0.519126,0.49184,0.529633,1.57382,1.60178,1.0696,1.83627,1.5462,0.446945,0.159266,0.341194,0.372617,0.31131,0.146642,0.110636,0.115279,0.054116,0.134282,0.129099,0.193524,0.423762,0.396064,0.322032,0.352729,2.3638,1
